relative_time_s,lord_ch1_x_g,our_calibrated_to_lord_ch1_x_g,lord_ch3_z_g,our_calibrated_to_lord_ch3_z_g,lord_ch1_x_norm,our_calibrated_ch1_x_norm,lord_ch3_z_norm,our_calibrated_ch3_z_norm,our_x_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
16.640,0.975454733,0.983127839,0.013946890,0.010671755,-0.118684758,-0.058669664,0.005524283,-0.014044100,3792,90,2026-05-03T23:57:28.217Z,2026-05-03 19:57:28.217,102633,31
16.680,0.976923196,0.982152635,0.013542172,0.012593039,-0.096749755,-0.268727798,0.003656635,-0.001059327,3817,87,2026-05-03T23:57:28.257Z,2026-05-03 19:57:28.257,102633,32
16.720,0.972522173,0.982720281,0.018830566,0.016247256,-0.162489554,-0.146457348,0.028060942,0.023637266,3802,113,2026-05-03T23:57:28.297Z,2026-05-03 19:57:28.297,102633,33
16.760,0.972777770,0.981928996,0.032679545,0.020843276,-0.158671608,-0.316899402,0.091969695,0.054698920,3822,126,2026-05-03T23:57:28.337Z,2026-05-03 19:57:28.337,102633,34
16.800,0.973666954,0.982687783,0.026946452,0.025185869,-0.145389513,-0.153457321,0.065513242,0.084047826,3802,158,2026-05-03T23:57:28.377Z,2026-05-03 19:57:28.377,102633,35
16.840,0.969013505,0.982760196,0.037871373,0.026573581,-0.214899893,-0.137859777,0.115928379,0.093426510,3800,166,2026-05-03T23:57:28.417Z,2026-05-03 19:57:28.417,102633,36
16.880,0.966831458,0.982522016,0.036889717,0.028170886,-0.247493983,-0.189163503,0.111398341,0.104221709,3806,171,2026-05-03T23:57:28.457Z,2026-05-03 19:57:28.457,102633,37
16.920,0.957791991,0.982836941,0.043766843,0.026769477,-0.382520010,-0.121328903,0.143134151,0.094750452,3798,168,2026-05-03T23:57:28.497Z,2026-05-03 19:57:28.497,102633,38
16.960,0.946684809,0.982045656,0.038691880,0.031365497,-0.548432317,-0.291770956,0.119714763,0.125812107,3818,181,2026-05-03T23:57:28.537Z,2026-05-03 19:57:28.537,102633,39
17.000,0.929000795,0.983073774,0.052333578,0.036195092,-0.812585313,-0.070315262,0.182666986,0.158452354,3791,219,2026-05-03T23:57:28.577Z,2026-05-03 19:57:28.577,102633,40
17.040,0.930966654,0.982337277,0.028407249,0.015069138,-0.783220513,-0.228956163,0.072254371,0.015675097,3812,102,2026-05-03T23:57:28.617Z,2026-05-03 19:57:28.617,102633,41
17.080,0.921183574,0.982834774,0.072690022,0.027365385,-0.929354181,-0.121795568,0.276605681,0.098777823,3798,171,2026-05-03T23:57:28.657Z,2026-05-03 19:57:28.657,102633,42
17.120,0.930551732,0.983404684,0.042171961,0.041049343,-0.789418368,0.000962572,0.135774264,0.191259232,3782,248,2026-05-03T23:57:28.697Z,2026-05-03 19:57:28.697,102633,43
17.160,0.913298285,0.982962891,0.074337186,0.024083784,-1.047139814,-0.094199267,0.284206834,0.076599512,3795,156,2026-05-03T23:57:28.737Z,2026-05-03 19:57:28.737,102633,44
17.200,0.920352507,0.985035932,0.051613940,0.050425647,-0.941768160,0.352331935,0.179346078,0.254627872,3739,317,2026-05-03T23:57:28.777Z,2026-05-03 19:57:28.777,102633,45
17.240,0.903472695,0.983802756,0.079008052,0.027430459,-1.193908470,0.086707017,0.305761436,0.099217619,3773,184,2026-05-03T23:57:28.817Z,2026-05-03 19:57:28.817,102633,46
17.280,0.902093618,0.986632319,0.049849297,0.048085175,-1.214508286,0.696192610,0.171202797,0.238810068,3698,326,2026-05-03T23:57:28.857Z,2026-05-03 19:57:28.857,102633,47
17.320,0.888363233,0.986107906,0.071279045,0.021887158,-1.419604394,0.583234433,0.270094458,0.061753874,3714,186,2026-05-03T23:57:28.897Z,2026-05-03 19:57:28.897,102633,48
17.360,0.879040034,0.988974397,0.052553776,0.043037093,-1.558868642,1.200674353,0.183683129,0.204693208,3638,331,2026-05-03T23:57:28.937Z,2026-05-03 19:57:28.937,102633,49
17.400,1.051892209,0.967244668,-0.029434189,0.150359961,1.023091560,-3.479892061,-0.194665986,0.930022102,4189,592,2026-05-03T23:57:28.977Z,2026-05-03 19:57:28.977,102633,50
17.440,1.325571160,0.974644538,-0.133075788,0.298758099,5.111140550,-1.885965977,-0.672939927,1.932953346,3984,1443,2026-05-03T23:57:29.017Z,2026-05-03 19:57:29.017,102633,51
17.480,0.794266798,0.987110006,0.807255991,-0.125914354,-2.825159446,0.799085894,3.666400557,-0.937145146,3702,-552,2026-05-03T23:57:29.057Z,2026-05-03 19:57:29.057,102633,52
17.520,1.187048607,0.993044397,-0.188702972,0.404264634,3.041975267,2.077348923,-0.929642186,2.646006772,3499,2220,2026-05-03T23:57:29.097Z,2026-05-03 19:57:29.097,102633,53
17.560,0.900781374,0.990960991,-0.031263416,-0.119893618,-1.234109784,1.628585139,-0.203107300,-0.896454711,3602,-471,2026-05-03T23:57:29.137Z,2026-05-03 19:57:29.137,102633,54
17.600,0.943135500,0.986878814,-0.337576395,-0.072976530,-0.601449724,0.749287284,-1.616647015,-0.579371125,3703,-286,2026-05-03T23:57:29.177Z,2026-05-03 19:57:29.177,102633,55
17.640,1.094481840,0.990181691,0.047142361,-0.150551353,1.659269452,1.460724446,0.158711121,-1.103651384,3625,-637,2026-05-03T23:57:29.217Z,2026-05-03 19:57:29.217,102633,56
17.680,0.869130111,0.991476973,-0.570583757,-0.144638849,-1.706897020,1.739727090,-2.691903963,-1.063692425,3591,-590,2026-05-03T23:57:29.257Z,2026-05-03 19:57:29.257,102633,57
17.720,1.066620545,0.986303692,-0.228126664,-0.181099508,1.243094451,0.625406595,-1.111570336,-1.310107474,3728,-843,2026-05-03T23:57:29.297Z,2026-05-03 19:57:29.297,102633,58
17.760,0.971395559,0.990578651,-0.091099534,-0.206474195,-0.179318220,1.546229239,-0.479232491,-1.481599288,3620,-916,2026-05-03T23:57:29.337Z,2026-05-03 19:57:29.337,102633,59
17.800,0.995581388,0.985355287,-0.007706746,0.058458071,0.181954921,0.421120889,-0.094400553,0.308914060,3730,362,2026-05-03T23:57:29.377Z,2026-05-03 19:57:29.377,102633,60
17.840,1.036138444,0.986131738,0.063607246,0.015332175,0.787771441,0.588367746,0.234691475,0.017452797,3714,153,2026-05-03T23:57:29.417Z,2026-05-03 19:57:29.417,102633,61
17.880,0.975970237,0.983370274,0.240598711,0.157038984,-0.110984476,-0.006449377,1.051452378,0.975161488,3772,837,2026-05-03T23:57:29.457Z,2026-05-03 19:57:29.457,102633,62
17.920,1.061793399,0.984511148,0.142879667,0.141507034,1.170989485,0.239293915,0.600509193,0.870190646,3744,773,2026-05-03T23:57:29.497Z,2026-05-03 19:57:29.497,102633,63
17.960,0.955333726,0.983762042,0.230958080,0.166459120,-0.419240068,0.077937121,1.006963843,1.038826361,3761,890,2026-05-03T23:57:29.537Z,2026-05-03 19:57:29.537,102633,64
18.000,1.068004608,0.983601857,0.068694510,0.146603753,1.263768735,0.043433330,0.258167625,0.904636215,3767,787,2026-05-03T23:57:29.577Z,2026-05-03 19:57:29.577,102633,65
18.040,0.959219222,0.985510749,0.106798885,0.037002659,-0.361200908,0.454607253,0.434007537,0.163910201,3728,255,2026-05-03T23:57:29.617Z,2026-05-03 19:57:29.617,102633,66
18.080,1.063827276,0.984992504,-0.028284003,0.051718149,1.201370303,0.342977613,-0.189358231,0.263363099,3740,323,2026-05-03T23:57:29.657Z,2026-05-03 19:57:29.657,102633,67
18.120,0.963585832,0.986441451,-0.087219036,-0.080508255,-0.295975154,0.655079798,-0.461325193,-0.630273400,3715,-330,2026-05-03T23:57:29.697Z,2026-05-03 19:57:29.697,102633,68
18.160,1.036646466,0.985996243,-0.195670504,-0.075229338,0.795359967,0.559182233,-0.961795192,-0.594596462,3726,-309,2026-05-03T23:57:29.737Z,2026-05-03 19:57:29.737,102633,69
18.200,0.987904775,0.988061417,-0.214503410,-0.195858830,0.067286361,1.004019099,-1.048703234,-1.409856605,3684,-895,2026-05-03T23:57:29.777Z,2026-05-03 19:57:29.777,102633,70
18.240,0.995216455,0.987222762,-0.237136240,-0.146275899,0.176503775,0.823373492,-1.153146746,-1.074756235,3701,-654,2026-05-03T23:57:29.817Z,2026-05-03 19:57:29.817,102633,71
18.280,1.021980023,0.987716551,-0.092113170,-0.143612122,0.576281603,0.929735288,-0.483910108,-1.056753412,3688,-634,2026-05-03T23:57:29.857Z,2026-05-03 19:57:29.857,102633,72
18.320,0.980077565,0.987159172,-0.120014107,-0.054217769,-0.049631727,0.809676271,-0.612664308,-0.452592264,3694,-187,2026-05-03T23:57:29.897Z,2026-05-03 19:57:29.897,102633,73
18.360,1.026940289,0.985597117,0.011624375,-0.018710589,0.650375014,0.473210775,-0.005193404,-0.212621188,3731,-27,2026-05-03T23:57:29.937Z,2026-05-03 19:57:29.937,102633,74
18.400,0.994025457,0.985682918,0.081343482,0.021604271,0.158713366,0.491692406,0.316538725,0.059842019,3725,179,2026-05-03T23:57:29.977Z,2026-05-03 19:57:29.977,102633,75
18.440,1.024774456,0.986006471,0.147963240,0.092397407,0.618023131,0.561385281,0.623968311,0.538289044,3710,543,2026-05-03T23:57:30.017Z,2026-05-03 19:57:30.017,102633,76
18.480,0.998000960,0.986027511,0.132702665,0.097262616,0.218097008,0.565917399,0.553545475,0.571169981,3709,568,2026-05-03T23:57:30.057Z,2026-05-03 19:57:30.057,102633,77
18.520,1.009245033,0.986597226,0.081241993,0.089695277,0.386054100,0.688633490,0.316070383,0.520027017,3695,537,2026-05-03T23:57:30.097Z,2026-05-03 19:57:30.097,102633,78
18.560,0.998323314,0.988099770,0.080521744,0.038599291,0.222912133,1.012280407,0.312746656,0.174700846,3661,297,2026-05-03T23:57:30.137Z,2026-05-03 19:57:30.137,102633,79
18.600,0.996843672,0.988031594,0.004979130,0.025394116,0.200810138,0.997595168,-0.035859156,0.085455234,3664,229,2026-05-03T23:57:30.177Z,2026-05-03 19:57:30.177,102633,80
18.640,0.993403707,0.990512855,-0.047797800,-0.039241982,0.149426039,1.532056968,-0.279408372,-0.351380181,3606,-67,2026-05-03T23:57:30.217Z,2026-05-03 19:57:30.217,102633,81
18.680,0.978097322,0.991641882,-0.136861562,-0.083472703,-0.079211383,1.775248308,-0.690410102,-0.650308273,3581,-277,2026-05-03T23:57:30.257Z,2026-05-03 19:57:30.257,102633,82
18.720,1.157784982,0.988174856,-0.111117072,-0.141840836,2.604853111,1.028453867,-0.571607238,-1.044782387,3676,-619,2026-05-03T23:57:30.297Z,2026-05-03 19:57:30.297,102633,83
18.760,0.846871424,0.958677945,-0.507548649,-0.209715510,-2.039383689,-5.325157285,-2.401016426,-1.503505332,4444,-1350,2026-05-03T23:57:30.337Z,2026-05-03 19:57:30.337,102633,84
18.800,0.887246537,1.002353841,-0.440502667,-0.270843125,-1.436284908,4.082595851,-2.091619945,-1.916629082,3322,-1089,2026-05-03T23:57:30.377Z,2026-05-03 19:57:30.377,102633,85
18.840,0.855744660,0.975929357,0.112100812,-0.203771435,-1.906840707,-1.609216940,0.458474294,-1.463333006,3998,-1094,2026-05-03T23:57:30.417Z,2026-05-03 19:57:30.417,102633,86
18.880,0.919709504,0.993868159,0.152172184,0.230948003,-0.951372946,2.254786695,0.643391287,1.474666842,3494,1350,2026-05-03T23:57:30.457Z,2026-05-03 19:57:30.457,102633,87
18.920,0.907576892,0.970740228,0.267489703,0.083701891,-1.132602482,-2.726951134,1.175545990,0.479521428,4105,299,2026-05-03T23:57:30.497Z,2026-05-03 19:57:30.497,102633,88
18.960,0.888176343,0.989955847,0.301986685,0.327015137,-1.422396030,1.412077919,1.334738899,2.123925194,3586,1787,2026-05-03T23:57:30.537Z,2026-05-03 19:57:30.537,102633,89
19.000,0.974851131,0.973316602,0.358040094,0.205954736,-0.127700995,-2.172002257,1.593408057,1.305752809,4027,954,2026-05-03T23:57:30.577Z,2026-05-03 19:57:30.577,102633,90
19.040,0.891254489,0.983405778,0.361720693,0.317713474,-1.376416566,0.001198095,1.610392883,2.061061003,3756,1654,2026-05-03T23:57:30.617Z,2026-05-03 19:57:30.617,102633,91
19.080,0.968228660,0.980705288,0.267345171,0.240251643,-0.226623433,-0.580485210,1.174879021,1.537544395,3833,1225,2026-05-03T23:57:30.657Z,2026-05-03 19:57:30.657,102633,92
19.120,0.898534932,0.979414671,0.294242909,0.190446095,-1.267665760,-0.858483066,1.299003767,1.200939491,3871,955,2026-05-03T23:57:30.697Z,2026-05-03 19:57:30.697,102633,93
19.160,0.940071719,0.984715054,0.187629896,0.191946844,-0.647214616,0.283215101,0.807017668,1.211082125,3734,1032,2026-05-03T23:57:30.737Z,2026-05-03 19:57:30.737,102633,94
19.200,0.930606711,0.977712690,0.252665836,0.125957930,-0.788597121,-1.225088430,1.107138426,0.765103863,3921,605,2026-05-03T23:57:30.777Z,2026-05-03 19:57:30.777,102633,95
19.240,0.916893196,0.985507821,-0.025703157,0.112375378,-0.993441228,0.453976649,-0.177448426,0.673307793,3721,638,2026-05-03T23:57:30.817Z,2026-05-03 19:57:30.817,102633,96
19.280,0.903440239,0.981623206,-0.093431271,-0.086792702,-1.194393276,-0.382766476,-0.489992735,-0.672746088,3840,-425,2026-05-03T23:57:30.857Z,2026-05-03 19:57:30.857,102633,97
19.320,0.884275243,0.990863596,-0.131620516,-0.082452129,-1.480668281,1.607606244,-0.666224298,-0.643410843,3601,-282,2026-05-03T23:57:30.897Z,2026-05-03 19:57:30.897,102633,98
19.360,0.924969101,0.987507395,-0.366019807,-0.213912777,-0.872808294,0.884683169,-1.747904567,-1.531872066,3700,-994,2026-05-03T23:57:30.937Z,2026-05-03 19:57:30.937,102633,99
19.400,1.077680779,0.969332053,0.195734701,-0.232038713,1.408305457,-3.030270909,0.844418836,-1.654374060,4171,-1324,2026-05-03T23:57:30.977Z,2026-05-03 19:57:30.977,102633,100
19.440,0.767362111,0.981730341,0.076099372,0.384406483,-3.227045238,-0.359689529,0.292338777,2.511797812,3793,1971,2026-05-03T23:57:31.017Z,2026-05-03 19:57:31.017,102634,1
19.480,1.215554252,0.993693100,-0.198552734,-0.147001237,3.467775176,2.217079197,-0.975095791,-1.079658345,3534,-573,2026-05-03T23:57:31.057Z,2026-05-03 19:57:31.057,102634,2
19.520,0.754445310,0.985974636,-0.028396560,0.015933561,-3.419988520,0.554528224,-0.189877647,0.021517197,3718,154,2026-05-03T23:57:31.097Z,2026-05-03 19:57:31.097,102634,3
19.560,1.227098861,0.986680939,-0.030628660,-0.018550306,3.640221494,0.706665226,-0.200178098,-0.211537935,3703,-12,2026-05-03T23:57:31.137Z,2026-05-03 19:57:31.137,102634,4
19.600,0.863088846,0.989248295,0.123980326,-0.010994599,-1.797137739,1.259671730,0.513294578,-0.160473583,3636,60,2026-05-03T23:57:31.177Z,2026-05-03 19:57:31.177,102634,5
19.640,1.111958456,0.983438002,-0.229448451,0.042537742,1.920324465,0.008139125,-1.117669976,0.201318402,3781,256,2026-05-03T23:57:31.217Z,2026-05-03 19:57:31.217,102634,6
19.680,0.967651911,0.988869272,0.083016481,-0.130445300,-0.235238555,1.178030532,0.324259094,-0.967767004,3657,-552,2026-05-03T23:57:31.257Z,2026-05-03 19:57:31.257,102634,7
19.720,1.000712924,0.983233530,-0.144803995,0.088126040,0.258606664,-0.035903952,-0.727061977,0.509421517,3782,485,2026-05-03T23:57:31.297Z,2026-05-03 19:57:31.297,102634,8
19.760,1.059136391,0.986672702,0.156202751,-0.048242257,1.131300720,0.704891048,0.661991108,-0.412207469,3706,-163,2026-05-03T23:57:31.337Z,2026-05-03 19:57:31.337,102634,9
19.800,0.952942920,0.984620332,-0.165620509,0.047560494,-0.454952478,0.262812122,-0.823123754,0.235264077,3750,297,2026-05-03T23:57:31.377Z,2026-05-03 19:57:31.377,102634,10
19.840,1.068623281,0.984310208,0.041831212,-0.058883668,1.273010085,0.196011718,0.134201809,-0.484126190,3768,-248,2026-05-03T23:57:31.417Z,2026-05-03 19:57:31.417,102634,11
19.880,0.989978120,0.987191436,-0.035913363,-0.009829505,0.098256725,0.816625810,-0.224565371,-0.152599433,3689,39,2026-05-03T23:57:31.457Z,2026-05-03 19:57:31.457,102634,12
19.920,1.018037601,0.984301835,-0.072709472,-0.024623093,0.517392099,0.194208131,-0.394368040,-0.252580147,3765,-74,2026-05-03T23:57:31.497Z,2026-05-03 19:57:31.497,102634,13
19.960,1.034258833,0.987842951,0.065126473,-0.018591398,0.759694959,0.956961660,0.241702240,-0.211815653,3673,3,2026-05-03T23:57:31.537Z,2026-05-03 19:57:31.537,102634,14
20.000,0.993050635,0.985593506,-0.114120468,-0.017717409,0.144152070,0.472433000,-0.585466987,-0.205908903,3731,-22,2026-05-03T23:57:31.577Z,2026-05-03 19:57:31.577,102634,15
20.040,1.023022313,0.987114495,0.013700860,-0.031276698,0.591850691,0.800052888,0.004388934,-0.297547749,3693,-71,2026-05-03T23:57:31.617Z,2026-05-03 19:57:31.617,102634,16
20.080,1.009089408,0.987532261,-0.044777177,-0.029007453,0.383729464,0.890039365,-0.265469132,-0.282211325,3682,-54,2026-05-03T23:57:31.657Z,2026-05-03 19:57:31.657,102634,17
20.120,0.999038830,0.987811175,-0.007835296,-0.009851421,0.233600068,0.950117242,-0.094993771,-0.152747550,3673,47,2026-05-03T23:57:31.697Z,2026-05-03 19:57:31.697,102634,18
20.160,1.013630338,0.988506021,-0.016202130,-0.030531465,0.451559099,1.099786389,-0.133604124,-0.292511184,3657,-49,2026-05-03T23:57:31.737Z,2026-05-03 19:57:31.737,102634,19
20.200,0.990566742,0.989886089,-0.003072172,-0.015982411,0.107049202,1.397052036,-0.073013428,-0.194183122,3620,43,2026-05-03T23:57:31.777Z,2026-05-03 19:57:31.777,102634,20
20.240,1.011409550,0.981933368,-0.114221342,-0.054926714,0.418386325,-0.315957687,-0.585932485,-0.457383586,3829,-259,2026-05-03T23:57:31.817Z,2026-05-03 19:57:31.817,102634,21
20.280,0.909463406,0.963685205,-0.561574194,-0.276724954,-1.104422899,-4.246597661,-2.650327616,-1.956380725,4321,-1625,2026-05-03T23:57:31.857Z,2026-05-03 19:57:31.857,102634,22
20.320,0.955479336,1.000449223,-0.210354133,-0.247637670,-0.417065044,3.672342617,-1.029555600,-1.759797760,3369,-996,2026-05-03T23:57:31.897Z,2026-05-03 19:57:31.897,102634,23
20.360,0.929916246,0.974855997,0.251417860,-0.089631851,-0.798910865,-1.840417908,1.101379406,-0.691934144,4015,-528,2026-05-03T23:57:31.937Z,2026-05-03 19:57:31.937,102634,24
20.400,0.876539314,0.990593778,0.224636978,0.258074798,-1.596222870,1.549487633,0.977793912,1.658000078,3576,1445,2026-05-03T23:57:31.977Z,2026-05-03 19:57:31.977,102634,25
20.440,0.954806340,0.972313019,0.044294577,0.034589524,-0.427117848,-2.388173338,0.145569479,0.147601312,4069,70,2026-05-03T23:57:32.017Z,2026-05-03 19:57:32.017,102634,26
20.480,0.891568825,0.986323875,0.481039262,0.282059034,-1.371721210,0.629753875,2.161011194,1.820094693,3684,1511,2026-05-03T23:57:32.057Z,2026-05-03 19:57:32.057,102634,27
20.520,0.956443481,0.975391809,0.239033365,0.231700691,-0.402663226,-1.725004391,1.044228789,1.479753798,3971,1112,2026-05-03T23:57:32.097Z,2026-05-03 19:57:32.097,102634,28
20.560,0.896290374,0.980541355,0.399204454,0.285341982,-1.301193601,-0.615796185,1.783368854,1.842282111,3833,1452,2026-05-03T23:57:32.137Z,2026-05-03 19:57:32.137,102634,29
20.600,0.929157031,0.980259592,0.093352777,0.192402319,-0.810251560,-0.676487897,0.371957906,1.214160399,3849,976,2026-05-03T23:57:32.177Z,2026-05-03 19:57:32.177,102634,30
20.640,0.906385276,0.980074033,0.328367746,0.168873558,-1.150402114,-0.716457136,1.456479341,1.055144058,3856,854,2026-05-03T23:57:32.217Z,2026-05-03 19:57:32.217,102634,31
20.680,0.929833138,0.983819093,0.041776470,0.150766887,-0.800152280,0.090225963,0.133949195,0.932772266,3761,811,2026-05-03T23:57:32.257Z,2026-05-03 19:57:32.257,102634,32
20.720,0.899471631,0.980666603,0.091674857,0.048494752,-1.253673924,-0.588817975,0.364214827,0.241578148,3852,250,2026-05-03T23:57:32.297Z,2026-05-03 19:57:32.297,102634,33
20.760,0.860216274,0.977452552,-0.071292343,0.101637365,-1.840046464,-1.281121878,-0.387828425,0.600736209,3930,478,2026-05-03T23:57:32.337Z,2026-05-03 19:57:32.337,102634,34
20.800,1.135169482,0.979206627,-0.455845666,-0.231692774,2.267036595,-0.903295658,-2.162423140,-1.652036069,3916,-1193,2026-05-03T23:57:32.377Z,2026-05-03 19:57:32.377,102634,35
20.840,0.831964350,0.983728568,-0.045221261,0.069141249,-2.262056454,0.070726905,-0.267518442,0.381115053,3771,395,2026-05-03T23:57:32.417Z,2026-05-03 19:57:32.417,102634,36
20.880,1.155434198,0.991793284,0.040371644,0.162500818,2.569738545,1.807860286,0.127466357,1.012074649,3554,975,2026-05-03T23:57:32.457Z,2026-05-03 19:57:32.457,102634,37
20.920,0.933117497,0.986876627,-0.286330996,-0.232162620,-0.751092532,0.748816364,-1.380165336,-1.655211470,3718,-1095,2026-05-03T23:57:32.497Z,2026-05-03 19:57:32.497,102634,38
20.960,1.022103748,0.986451015,-0.551437161,-0.221621222,0.578129731,0.657139806,-2.603548341,-1.583968681,3728,-1047,2026-05-03T23:57:32.537Z,2026-05-03 19:57:32.537,102634,39
21.000,1.062818170,0.990578124,0.121390872,-0.185024262,1.186296884,1.546115733,0.501345047,-1.336632457,3618,-807,2026-05-03T23:57:32.577Z,2026-05-03 19:57:32.577,102634,40
21.040,0.985406547,0.987247179,-0.263343256,-0.089076992,0.029969349,0.828632951,-1.274084023,-0.688184192,3695,-363,2026-05-03T23:57:32.617Z,2026-05-03 19:57:32.617,102634,41
21.080,1.054821010,0.986481834,-0.051097050,-0.176835686,1.066840194,0.663778236,-0.294633391,-1.281290937,3723,-819,2026-05-03T23:57:32.657Z,2026-05-03 19:57:32.657,102634,42
21.120,1.037491894,0.986413638,0.171516218,0.044319312,0.807988447,0.649088868,0.732658027,0.213358931,3704,304,2026-05-03T23:57:32.697Z,2026-05-03 19:57:32.697,102634,43
21.160,1.049364557,0.985539792,0.224087092,0.124886697,0.985335042,0.460863116,0.975256357,0.757864063,3719,702,2026-05-03T23:57:32.737Z,2026-05-03 19:57:32.737,102634,44
21.200,1.031530643,0.984727174,0.165894455,0.092740562,0.718942917,0.285825871,0.706715326,0.540608220,3743,528,2026-05-03T23:57:32.777Z,2026-05-03 19:57:32.777,102634,45
21.240,1.018572507,0.985251685,0.121735924,0.129564228,0.525382204,0.398805073,0.502937359,0.789476601,3726,722,2026-05-03T23:57:32.817Z,2026-05-03 19:57:32.817,102634,46
21.280,1.036339025,0.986022554,0.140843771,0.109278715,0.790767605,0.564849539,0.591114165,0.652379366,3708,629,2026-05-03T23:57:32.857Z,2026-05-03 19:57:32.857,102634,47
21.320,1.018103280,0.987017881,0.076429665,0.091169978,0.518373180,0.779242188,0.293862976,0.529993613,3684,550,2026-05-03T23:57:32.897Z,2026-05-03 19:57:32.897,102634,48
21.360,1.014820189,0.982472225,-0.220142407,-0.032701415,0.469332378,-0.199888410,-1.074725462,-0.307176530,3813,-139,2026-05-03T23:57:32.937Z,2026-05-03 19:57:32.937,102634,49
21.400,0.880616617,0.973519102,-0.643630409,-0.211928529,-1.535318603,-2.128383922,-3.028991683,-1.518461758,4061,-1167,2026-05-03T23:57:32.977Z,2026-05-03 19:57:32.977,102634,50
21.440,0.926567519,0.989336126,-0.445458921,-0.301465291,-0.848932106,1.278590492,-2.114491524,-2.123585365,3661,-1415,2026-05-03T23:57:33.017Z,2026-05-03 19:57:33.017,102634,51
21.480,0.895799847,0.981102638,0.014057602,-0.167310776,-1.308520796,-0.494896445,0.006035184,-1.216917957,3861,-841,2026-05-03T23:57:33.057Z,2026-05-03 19:57:33.057,102634,52
21.520,0.886247373,0.989125526,0.001191511,0.022773497,-1.451209818,1.233227388,-0.053337847,0.067744090,3636,230,2026-05-03T23:57:33.097Z,2026-05-03 19:57:33.097,102634,53
21.560,0.929013908,0.975292598,0.134785310,-0.007323315,-0.812389439,-1.746374363,0.563156241,-0.135661648,3996,-104,2026-05-03T23:57:33.137Z,2026-05-03 19:57:33.137,102634,54
21.600,0.905061781,0.984728931,0.463608110,0.284002234,-1.170171673,0.286204309,2.080571816,1.833227582,3725,1500,2026-05-03T23:57:33.177Z,2026-05-03 19:57:33.177,102634,55
21.640,0.950978930,0.974831814,0.306624316,0.193984535,-0.484289357,-1.845626809,1.356140134,1.224853618,3989,913,2026-05-03T23:57:33.217Z,2026-05-03 19:57:33.217,102634,56
21.680,0.908774161,0.983500284,0.362539972,0.281066528,-1.114718409,0.021554770,1.614173602,1.813386962,3757,1469,2026-05-03T23:57:33.257Z,2026-05-03 19:57:33.257,102634,57
21.720,1.007571597,0.974298696,0.287076068,0.244748323,0.361057333,-1.960460031,1.265931011,1.567934671,3998,1164,2026-05-03T23:57:33.297Z,2026-05-03 19:57:33.297,102634,58
21.760,0.999766209,0.977680934,0.350931084,0.294479905,0.244465216,-1.231928593,1.560602173,1.904039682,3906,1461,2026-05-03T23:57:33.337Z,2026-05-03 19:57:33.337,102634,59
21.800,1.030668259,0.982261332,0.293848020,0.259660428,0.706061154,-0.245314588,1.297181476,1.668716365,3791,1344,2026-05-03T23:57:33.377Z,2026-05-03 19:57:33.377,102634,60
21.840,1.022777271,0.983920256,0.338239069,0.208161691,0.588190405,0.112016296,1.502032446,1.320668251,3753,1104,2026-05-03T23:57:33.417Z,2026-05-03 19:57:33.417,102634,61
21.880,1.043628159,0.983069402,-0.055560018,0.111965082,0.899648222,-0.071256976,-0.315228608,0.670534860,3784,604,2026-05-03T23:57:33.457Z,2026-05-03 19:57:33.457,102634,62
21.920,0.976781976,0.986936217,-0.263403540,0.028412007,-0.098859215,0.761651838,-1.274362215,0.105851292,3692,230,2026-05-03T23:57:33.497Z,2026-05-03 19:57:33.497,102634,63
21.960,1.009361877,0.989765057,-0.614570711,-0.344876813,0.387799447,1.370981751,-2.894890157,-2.416976998,3654,-1630,2026-05-03T23:57:33.537Z,2026-05-03 19:57:33.537,102634,64
22.000,0.980818689,0.990110625,-0.813488901,-0.557104156,-0.038561267,1.445416863,-3.812836114,-3.851290364,3665,-2704,2026-05-03T23:57:33.577Z,2026-05-03 19:57:33.577,102634,65
22.040,0.950919573,0.990544142,-0.631519623,-0.495252373,-0.485175991,1.538796140,-2.973104147,-3.433272414,3648,-2384,2026-05-03T23:57:33.617Z,2026-05-03 19:57:33.617,102634,66
22.080,0.961345046,0.988185806,-0.314418889,-0.368554899,-0.329446655,1.030812346,-1.509782283,-2.577002534,3697,-1771,2026-05-03T23:57:33.657Z,2026-05-03 19:57:33.657,102634,67
22.120,0.961343760,0.985035755,0.014557042,-0.205185823,-0.329465851,0.352294016,0.008339948,-1.472891982,3763,-982,2026-05-03T23:57:33.697Z,2026-05-03 19:57:33.697,102634,68
22.160,1.013280420,0.982658896,0.307954723,0.033131304,0.446332247,-0.159679519,1.362279549,0.137746102,3802,198,2026-05-03T23:57:33.737Z,2026-05-03 19:57:33.737,102634,69
22.200,1.017664576,0.979322292,0.528439832,0.301075307,0.511820080,-0.878381461,2.379750172,1.948613925,3863,1516,2026-05-03T23:57:33.777Z,2026-05-03 19:57:33.777,102634,70
22.240,0.989388874,0.976964814,0.446744028,0.363621619,0.089454917,-1.386180291,2.002749293,2.371325770,3918,1803,2026-05-03T23:57:33.817Z,2026-05-03 19:57:33.817,102634,71
22.280,0.953373470,0.979407079,0.212942603,0.309711858,-0.448521177,-0.860118458,0.923827985,2.006983028,3860,1561,2026-05-03T23:57:33.857Z,2026-05-03 19:57:33.857,102634,72
