relative_time_s,lord_ch1_norm,lord_ch2_norm,lord_ch3_norm,our_x_norm_original,our_y_norm_original,our_z_norm_original,our_mapped_to_lord_ch1_norm,our_mapped_to_lord_ch2_norm,our_mapped_to_lord_ch3_norm,lord_dynamic_magnitude_norm,our_dynamic_magnitude_norm,our_x_raw,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
22.400,0.05445214,0.24269793,1.60754310,1.62817462,0.47243935,2.13515421,-1.62817462,0.47243935,2.13515421,0.35541065,0.88591818,3972,434,1662,2026-05-03T23:57:33.977Z,2026-05-03 19:57:33.977,102634,75
22.440,-0.07455324,-0.13232016,-0.13158888,0.27156535,0.09165497,1.17576513,-0.27156535,0.09165497,1.17576513,-1.05368729,-0.18616675,3816,59,962,2026-05-03T23:57:34.017Z,2026-05-03 19:57:34.017,102634,76
22.480,0.25410725,0.37752226,0.52318346,-0.24151124,-0.06167421,0.03683323,0.24151124,-0.06167421,0.03683323,-0.56282729,-1.28285416,3757,-92,131,2026-05-03T23:57:34.057Z,2026-05-03 19:57:34.057,102634,77
22.520,0.18122684,-0.49814922,-2.60644350,0.81073057,0.47751647,-0.64981524,-0.81073057,0.47751647,-0.64981524,1.38897719,-0.44802134,3878,439,-370,2026-05-03T23:57:34.097Z,2026-05-03 19:57:34.097,102634,78
22.560,-0.57888931,0.43066516,-1.18935302,-0.74589161,-0.63031221,-1.06646421,0.74589161,-0.63031221,-1.06646421,0.03997796,0.00220820,3699,-652,-674,2026-05-03T23:57:34.137Z,2026-05-03 19:57:34.137,102634,79
22.600,0.23235979,-0.51697510,-2.52004346,-0.45891657,0.15867302,-2.22458389,0.45891657,0.15867302,-2.22458389,1.31192532,0.87881026,3732,125,-1519,2026-05-03T23:57:34.177Z,2026-05-03 19:57:34.177,102634,80
22.640,0.10044995,-0.37174221,-1.40240680,-1.10243635,-0.81511957,-2.54392340,1.10243635,-0.81511957,-2.54392340,0.19852513,1.42599862,3658,-834,-1752,2026-05-03T23:57:34.217Z,2026-05-03 19:57:34.217,102634,81
22.680,0.65087766,-0.88943693,-1.70875212,-0.64153705,-0.34091609,-2.44387282,0.64153705,-0.34091609,-2.44387282,0.76249604,1.13451402,3711,-367,-1679,2026-05-03T23:57:34.257Z,2026-05-03 19:57:34.257,102634,82
22.720,0.32745428,-0.37805119,-0.02649821,-0.52848627,-0.73490099,-0.77727693,0.52848627,-0.73490099,-0.77727693,-0.78580113,-0.10535261,3724,-755,-463,2026-05-03T23:57:34.297Z,2026-05-03 19:57:34.297,102634,83
22.760,0.25687029,-0.18577769,1.04517966,0.24547671,-0.33888524,0.50282221,-0.24547671,-0.33888524,0.50282221,-0.20126464,-0.69406121,3813,-365,471,2026-05-03T23:57:34.337Z,2026-05-03 19:57:34.337,102634,84
22.800,0.56096388,-0.35391079,1.12280622,0.46288204,-0.33685439,1.00855731,-0.46288204,-0.33685439,1.00855731,-0.05739895,-0.26133498,3838,-363,840,2026-05-03T23:57:34.377Z,2026-05-03 19:57:34.377,102634,85
22.840,-0.21311690,0.47028063,1.29237618,0.54114796,-0.23937358,1.27718626,-0.54114796,-0.23937358,1.27718626,0.14248548,-0.04746122,3847,-267,1036,2026-05-03T23:57:34.417Z,2026-05-03 19:57:34.417,102634,86
22.880,-0.33804344,0.71977125,1.25420007,1.03683212,0.61866055,1.41698295,-1.03683212,0.61866055,1.41698295,0.26633177,0.28896311,3904,578,1138,2026-05-03T23:57:34.457Z,2026-05-03 19:57:34.457,102634,87
22.920,-0.45924551,0.83590522,0.97739654,0.82812300,0.81159130,1.42520629,-0.82812300,0.81159130,1.42520629,0.15762953,0.44012398,3880,768,1144,2026-05-03T23:57:34.497Z,2026-05-03 19:57:34.497,102634,88
22.960,-0.04776490,0.43043092,0.75492505,0.83681921,0.86947053,0.99211064,-0.83681921,0.86947053,0.99211064,-0.34681116,0.17725908,3881,825,828,2026-05-03T23:57:34.537Z,2026-05-03 19:57:34.537,102634,89
23.000,0.19665618,-0.04988770,0.06969983,0.43679340,0.37495855,0.53434500,-0.43679340,0.37495855,0.53434500,-1.15353678,-0.63505499,3835,338,494,2026-05-03T23:57:34.577Z,2026-05-03 19:57:34.577,102634,90
23.040,0.26410489,-0.07728710,0.03169122,0.17590700,-0.05862793,0.00942211,-0.17590700,-0.05862793,0.00942211,-1.13497125,-1.29730698,3805,-89,111,2026-05-03T23:57:34.617Z,2026-05-03 19:57:34.617,102634,91
23.080,0.28901782,-0.42428337,-0.85855516,0.37591991,-0.15103161,-0.30306461,-0.37591991,-0.15103161,-0.30306461,-0.26166455,-1.00841721,3828,-180,-117,2026-05-03T23:57:34.657Z,2026-05-03 19:57:34.657,102634,92
23.120,0.17853848,-0.26924825,-0.71682679,-0.24151124,-0.47799846,-0.62788635,0.24151124,-0.47799846,-0.62788635,-0.47840933,-0.47132571,3757,-502,-354,2026-05-03T23:57:34.697Z,2026-05-03 19:57:34.697,102634,93
23.160,0.38085417,-0.42672704,-1.13936936,-0.18933396,-0.34599321,-1.02808865,0.18933396,-0.34599321,-1.02808865,-0.01364884,-0.24022662,3763,-372,-646,2026-05-03T23:57:34.737Z,2026-05-03 19:57:34.737,102634,94
23.200,0.22759862,-0.13282083,-0.79790484,-0.45022036,-0.45768996,-1.20214924,0.45022036,-0.45768996,-1.20214924,-0.45421302,-0.01381015,3733,-482,-773,2026-05-03T23:57:34.777Z,2026-05-03 19:57:34.777,102634,95
23.240,0.04346566,0.03650883,-0.80700179,-0.04149833,-0.10939918,-1.24189536,0.04149833,-0.10939918,-1.24189536,-0.46366569,-0.11776802,3780,-139,-802,2026-05-03T23:57:34.817Z,2026-05-03 19:57:34.817,102634,96
23.280,-0.05521361,0.15023360,-0.24524289,-0.05019454,0.05814594,-0.66626191,0.05019454,0.05814594,-0.66626191,-0.95789235,-0.70410184,3779,26,-382,2026-05-03T23:57:34.857Z,2026-05-03 19:57:34.857,102634,97
23.320,0.14443192,0.00323911,0.37091622,0.33243884,0.14547250,-0.02073011,-0.33243884,0.14547250,-0.02073011,-0.89403396,-1.17604599,3823,112,89,2026-05-03T23:57:34.897Z,2026-05-03 19:57:34.897,102634,98
23.360,0.26671793,-0.10963815,0.80611503,0.35852748,-0.03019603,0.40003053,-0.35852748,-0.03019603,0.40003053,-0.45042689,-0.97197479,3826,-61,396,2026-05-03T23:57:34.937Z,2026-05-03 19:57:34.937,102634,99
23.400,0.20500986,-0.08375225,0.90646562,0.42809719,-0.11346088,0.71251726,-0.42809719,-0.11346088,0.71251726,-0.35848246,-0.64241822,3834,-143,624,2026-05-03T23:57:34.977Z,2026-05-03 19:57:34.977,102634,100
23.440,0.16322125,-0.01615635,0.71363526,0.66289495,-0.05862793,0.97155231,-0.66289495,-0.05862793,0.97155231,-0.55542272,-0.39114767,3861,-89,813,2026-05-03T23:57:35.017Z,2026-05-03 19:57:35.017,102635,1
23.480,-0.02300180,0.28269465,0.69923338,0.59332524,0.03885287,0.96881120,-0.59332524,0.03885287,0.96881120,-0.48868117,-0.39683870,3853,7,811,2026-05-03T23:57:35.057Z,2026-05-03 19:57:35.057,102635,2
23.520,-0.08618383,0.25456950,0.12249069,0.68028737,0.29473997,0.55627389,-0.68028737,0.29473997,0.55627389,-0.92597505,-0.68253345,3863,259,510,2026-05-03T23:57:35.097Z,2026-05-03 19:57:35.097,102635,3
23.560,0.06365539,0.09801624,-0.21127613,0.29765399,0.26224637,0.12180769,-0.29765399,0.26224637,0.12180769,-1.02145521,-1.00109048,3819,227,193,2026-05-03T23:57:35.137Z,2026-05-03 19:57:35.137,102635,4
23.600,0.17406778,-0.10612193,-0.59999947,0.32374263,0.06525392,-0.32499351,-0.32374263,0.06525392,-0.32499351,-0.65334342,-1.03821081,3822,33,-133,2026-05-03T23:57:35.177Z,2026-05-03 19:57:35.177,102635,5
23.640,0.18646320,-0.15698881,-0.67125109,-0.10237182,-0.12767683,-0.63199801,0.10237182,-0.12767683,-0.63199801,-0.56938563,-0.71992409,3773,-157,-357,2026-05-03T23:57:35.217Z,2026-05-03 19:57:35.217,102635,6
23.680,0.18535231,-0.25322202,-0.78181127,-0.06758697,-0.20789541,-0.77864749,0.06758697,-0.20789541,-0.77864749,-0.42730494,-0.54550032,3777,-236,-464,2026-05-03T23:57:35.257Z,2026-05-03 19:57:35.257,102635,7
23.720,0.23953666,-0.22068035,-0.46491290,-0.15454910,-0.29725281,-0.75397748,0.15454910,-0.29725281,-0.75397748,-0.72407321,-0.51850324,3767,-324,-446,2026-05-03T23:57:35.297Z,2026-05-03 19:57:35.297,102635,8
23.760,0.16631122,-0.09899762,-0.26562807,-0.15454910,-0.26069751,-0.60732801,0.15454910,-0.26069751,-0.60732801,-0.96947930,-0.67233864,3767,-288,-339,2026-05-03T23:57:35.337Z,2026-05-03 19:57:35.337,102635,9
23.800,0.08222089,0.06874732,0.15470903,0.05416002,-0.08401356,-0.25235405,-0.05416002,-0.08401356,-0.25235405,-1.08697250,-1.10270348,3791,-114,-80,2026-05-03T23:57:35.377Z,2026-05-03 19:57:35.377,102635,10
23.840,0.27163672,-0.15941640,0.21817215,0.41940098,0.05916137,0.07932046,-0.41940098,0.05916137,0.07932046,-0.96009517,-1.25063165,3833,27,162,2026-05-03T23:57:35.417Z,2026-05-03 19:57:35.417,102635,11
23.880,0.30126268,-0.17092047,0.42130299,0.39331234,-0.17337096,0.36439607,-0.39331234,-0.17337096,0.36439607,-0.78749195,-0.94019377,3830,-202,370,2026-05-03T23:57:35.457Z,2026-05-03 19:57:35.457,102635,12
23.920,0.20033374,-0.05829126,0.41896984,0.40200855,-0.18047893,0.43840609,-0.40200855,-0.18047893,0.43840609,-0.83850524,-0.87137241,3831,-209,424,2026-05-03T23:57:35.497Z,2026-05-03 19:57:35.497,102635,13
23.960,0.17591558,-0.04388417,0.24467118,0.37591991,-0.07081303,0.39180719,-0.37591991,-0.07081303,0.39180719,-1.00991649,-0.97038386,3828,-101,390,2026-05-03T23:57:35.537Z,2026-05-03 19:57:35.537,102635,14
24.000,0.16725366,-0.02450939,0.05863019,0.27156535,-0.05456623,0.23967549,-0.27156535,-0.05456623,0.23967549,-1.18078861,-1.12538803,3816,-85,279,2026-05-03T23:57:35.577Z,2026-05-03 19:57:35.577,102635,15
24.040,0.14200500,0.01544368,-0.08334226,0.33243884,-0.05050453,-0.00017178,-0.33243884,-0.05050453,-0.00017178,-1.16869484,-1.29568809,3823,-81,104,2026-05-03T23:57:35.617Z,2026-05-03 19:57:35.617,102635,16
24.080,0.13439781,-0.02148465,-0.14685930,0.45418583,-0.00074871,-0.13585680,-0.45418583,-0.00074871,-0.13585680,-1.11047494,-1.22733223,3837,-32,5,2026-05-03T23:57:35.657Z,2026-05-03 19:57:35.657,102635,17
24.120,0.19399571,-0.08543803,-0.17841063,0.30635020,-0.04339656,-0.19204959,-0.30635020,-0.04339656,-0.19204959,-1.04976929,-1.17378793,3820,-74,-36,2026-05-03T23:57:35.697Z,2026-05-03 19:57:35.697,102635,18
24.160,0.28586183,-0.20582542,-0.20764018,0.21938807,-0.11853801,-0.21534904,-0.21938807,-0.11853801,-0.21534904,-0.92554921,-1.10906959,3810,-148,-53,2026-05-03T23:57:35.737Z,2026-05-03 19:57:35.737,102635,19
24.200,0.31916559,-0.25320134,-0.16737505,0.17590700,-0.22921933,-0.22905460,-0.17590700,-0.22921933,-0.22905460,-0.89686317,-0.99230981,3805,-257,-63,2026-05-03T23:57:35.777Z,2026-05-03 19:57:35.777,102635,20
24.240,0.27539851,-0.19287444,-0.06010736,0.17590700,-0.27795974,-0.16737959,-0.17590700,-0.27795974,-0.16737959,-1.00437755,-0.96621134,3805,-305,-18,2026-05-03T23:57:35.817Z,2026-05-03 19:57:35.817,102635,21
24.280,0.26817352,-0.19285147,-0.01001296,0.16721079,-0.22820391,-0.10296346,-0.16721079,-0.22820391,-0.10296346,-1.01185084,-1.05310242,3804,-256,29,2026-05-03T23:57:35.857Z,2026-05-03 19:57:35.857,102635,22
24.320,0.25410846,-0.16255136,0.05955267,0.17590700,-0.22312678,-0.03169456,-0.17590700,-0.22312678,-0.03169456,-1.04073222,-1.07509389,3805,-251,81,2026-05-03T23:57:35.897Z,2026-05-03 19:57:35.897,102635,23
24.360,0.21628610,-0.10206138,0.13446294,0.09764108,-0.18149436,0.06013268,-0.09764108,-0.18149436,0.06013268,-1.06900695,-1.12705880,3796,-210,148,2026-05-03T23:57:35.937Z,2026-05-03 19:57:35.937,102635,24
24.400,0.15824665,-0.04458236,0.13241364,0.26286914,-0.11447631,0.12180769,-0.26286914,-0.11447631,0.12180769,-1.11368521,-1.17929025,3815,-144,193,2026-05-03T23:57:35.977Z,2026-05-03 19:57:35.977,102635,25
24.440,0.10350252,0.01467430,0.10814840,0.09764108,-0.05151996,0.13688381,-0.09764108,-0.05151996,0.13688381,-1.15076003,-1.22658462,3796,-82,204,2026-05-03T23:57:36.017Z,2026-05-03 19:57:36.017,102635,26
24.480,0.05607608,0.08997326,0.07269148,0.09764108,0.01955979,0.11358436,-0.09764108,0.01955979,0.11358436,-1.13040267,-1.26368183,3796,-12,187,2026-05-03T23:57:36.057Z,2026-05-03 19:57:36.057,102635,27
24.520,-0.02281490,0.17654893,0.02256302,0.11503351,0.09876294,0.05602101,-0.11503351,0.09876294,0.05602101,-1.04464715,-1.23525645,3798,66,145,2026-05-03T23:57:36.097Z,2026-05-03 19:57:36.097,102635,28
24.560,-0.06858894,0.23614552,-0.01616654,0.07155244,0.18202780,0.00805156,-0.07155244,0.18202780,0.00805156,-0.97113553,-1.13376515,3793,148,110,2026-05-03T23:57:36.137Z,2026-05-03 19:57:36.137,102635,29
24.600,-0.10501982,0.29161723,-0.03219766,0.19329943,0.25310755,-0.02758289,-0.19329943,0.25310755,-0.02758289,-0.90101431,-1.03463978,3807,218,84,2026-05-03T23:57:36.177Z,2026-05-03 19:57:36.177,102635,30
24.640,-0.14318618,0.34529067,-0.02841979,0.14981836,0.31504847,-0.05636457,-0.14981836,0.31504847,-0.05636457,-0.83442048,-0.94815836,3802,279,63,2026-05-03T23:57:36.217Z,2026-05-03 19:57:36.217,102635,31
24.680,-0.17483822,0.40215650,-0.00996470,0.08024866,0.36480430,-0.05499401,-0.08024866,0.36480430,-0.05499401,-0.76441631,-0.88139661,3794,328,64,2026-05-03T23:57:36.257Z,2026-05-03 19:57:36.257,102635,32
24.720,-0.20594879,0.44149630,0.02107004,0.11503351,0.42572980,-0.03443567,-0.11503351,0.42572980,-0.03443567,-0.71479603,-0.80015700,3798,388,79,2026-05-03T23:57:36.297Z,2026-05-03 19:57:36.297,102635,33
24.760,-0.20448301,0.44846443,0.06442615,0.11503351,0.45822340,-0.01250678,-0.11503351,0.45822340,-0.01250678,-0.70305875,-0.75673553,3798,420,95,2026-05-03T23:57:36.337Z,2026-05-03 19:57:36.337,102635,34
24.800,-0.24531034,0.50975595,0.11321206,0.13242594,0.48563987,0.04094490,-0.13242594,0.48563987,0.04094490,-0.62026488,-0.71807908,3800,447,134,2026-05-03T23:57:36.377Z,2026-05-03 19:57:36.377,102635,35
24.840,-0.22586700,0.50036942,0.13459350,0.15851458,0.53641113,0.07109713,-0.15851458,0.53641113,0.07109713,-0.62817210,-0.64644413,3803,497,156,2026-05-03T23:57:36.417Z,2026-05-03 19:57:36.417,102635,36
24.880,-0.18118540,0.45104821,0.13928533,0.29765399,0.53844198,0.09302602,-0.29765399,0.53844198,0.09302602,-0.68754274,-0.64011333,3819,499,172,2026-05-03T23:57:36.457Z,2026-05-03 19:57:36.457,102635,37
24.920,-0.17088038,0.43995984,0.12897353,0.21069186,0.47853190,0.11221380,-0.21069186,0.47853190,0.11221380,-0.70347204,-0.71877420,3809,440,186,2026-05-03T23:57:36.497Z,2026-05-03 19:57:36.497,102635,38
24.960,-0.18571270,0.45588502,0.12524675,0.20199564,0.47447020,0.13551325,-0.20199564,0.47447020,0.13551325,-0.68477130,-0.71982971,3808,436,203,2026-05-03T23:57:36.537Z,2026-05-03 19:57:36.537,102635,39
25.000,-0.17413834,0.43919044,0.12568669,0.21069186,0.49071700,0.09987880,-0.21069186,0.49071700,0.09987880,-0.70503197,-0.70437040,3809,452,177,2026-05-03T23:57:36.577Z,2026-05-03 19:57:36.577,102635,40
25.040,-0.22120961,0.52460628,0.10713227,0.28895778,0.47548562,0.09439658,-0.28895778,0.47548562,0.09439658,-0.60411696,-0.72496950,3818,437,173,2026-05-03T23:57:36.617Z,2026-05-03 19:57:36.617,102635,41
25.080,-0.14999106,0.41618689,0.04838935,0.28026156,0.53945740,0.07246768,-0.28026156,0.53945740,0.07246768,-0.74580132,-0.64125615,3817,500,157,2026-05-03T23:57:36.657Z,2026-05-03 19:57:36.657,102635,42
25.120,-0.20540722,0.49435443,0.02855765,0.30635020,0.45619255,0.05053879,-0.30635020,0.45619255,0.05053879,-0.64969000,-0.75590503,3820,418,141,2026-05-03T23:57:36.697Z,2026-05-03 19:57:36.697,102635,43
25.160,-0.21739213,0.50680472,0.02270494,0.24547671,0.51204092,0.00256934,-0.24547671,0.51204092,0.00256934,-0.63427170,-0.68256790,3813,473,106,2026-05-03T23:57:36.737Z,2026-05-03 19:57:36.737,102635,44
25.200,-0.25189065,0.54340233,0.01050562,0.25417292,0.53945740,-0.01250678,-0.25417292,0.53945740,-0.01250678,-0.58852676,-0.64501938,3814,500,95,2026-05-03T23:57:36.777Z,2026-05-03 19:57:36.777,102635,45
25.240,-0.39023005,0.72068078,0.03533001,0.08894487,0.56281218,-0.00976567,-0.08894487,0.56281218,-0.00976567,-0.36551420,-0.61416615,3795,523,97,2026-05-03T23:57:36.817Z,2026-05-03 19:57:36.817,102635,46
25.280,-0.62552232,1.01288740,0.08591544,0.08894487,0.75371208,0.02449823,-0.08894487,0.75371208,0.02449823,0.00397190,-0.35337163,3795,711,122,2026-05-03T23:57:36.857Z,2026-05-03 19:57:36.857,102635,47
25.320,-0.74738702,1.20301353,0.18647323,0.12372972,1.05021618,0.02860990,-0.12372972,1.05021618,0.02860990,0.25006046,0.05141065,3799,1003,125,2026-05-03T23:57:36.897Z,2026-05-03 19:57:36.897,102635,48
25.360,-0.87299466,1.28585709,0.26232017,0.21069186,1.27665596,0.13551325,-0.21069186,1.27665596,0.13551325,0.36665355,0.36579393,3809,1226,203,2026-05-03T23:57:36.937Z,2026-05-03 19:57:36.937,102635,49
25.400,-0.84614143,1.20033332,0.18344753,0.24547671,1.38022931,0.14373659,-0.24547671,1.38022931,0.14373659,0.25131571,0.50748081,3813,1328,209,2026-05-03T23:57:36.977Z,2026-05-03 19:57:36.977,102635,50
25.440,-0.89661012,1.25384591,0.31152899,-0.00671348,1.27868681,0.26160439,0.00671348,1.27868681,0.26160439,0.33809144,0.38280114,3784,1228,295,2026-05-03T23:57:37.017Z,2026-05-03 19:57:37.017,102635,51
25.480,-0.97738669,1.25490242,0.29037462,0.09764108,1.36804421,0.25201050,-0.09764108,1.36804421,0.25201050,0.33987556,0.50221913,3796,1316,288,2026-05-03T23:57:37.057Z,2026-05-03 19:57:37.057,102635,52
25.520,-1.05992741,1.24327206,0.24627202,-0.11976425,1.33148891,0.26434550,0.11976425,1.33148891,0.26434550,0.32366120,0.45459800,3771,1280,297,2026-05-03T23:57:37.097Z,2026-05-03 19:57:37.097,102635,53
25.560,-1.20885218,1.31149035,0.26797421,-0.19803017,1.35992081,0.25475161,0.19803017,1.35992081,0.25475161,0.41791407,0.49181315,3762,1308,290,2026-05-03T23:57:37.137Z,2026-05-03 19:57:37.137,102635,54
25.600,-1.35106516,1.26486997,0.18699550,-0.32847337,1.39952239,0.20404104,0.32847337,1.39952239,0.20404104,0.36194962,0.53963849,3747,1347,253,2026-05-03T23:57:37.177Z,2026-05-03 19:57:37.177,102635,55
25.640,-1.47722403,1.34783757,0.18646755,-0.71980297,1.39139899,0.21774660,0.71980297,1.39139899,0.21774660,0.47015093,0.53288674,3702,1339,263,2026-05-03T23:57:37.217Z,2026-05-03 19:57:37.217,102635,56
25.680,2.57959580,1.57899156,-0.08133553,-1.01547422,1.45130906,0.16840659,1.01547422,1.45130906,0.16840659,0.84053669,0.61239004,3668,1398,227,2026-05-03T23:57:37.257Z,2026-05-03 19:57:37.257,102635,57
25.720,5.20088852,-3.60219790,-0.78745400,4.70663413,1.54066646,0.79200949,-4.70663413,1.54066646,0.79200949,3.52283893,0.98961043,4326,1486,682,2026-05-03T23:57:37.297Z,2026-05-03 19:57:37.297,102635,58
25.760,-3.32311995,0.95113199,3.41407790,0.65419873,-3.73649733,3.33713167,-0.65419873,-3.73649733,3.33713167,2.45525009,4.73438680,3860,-3711,2539,2026-05-03T23:57:37.337Z,2026-05-03 19:57:37.337,102635,59
25.800,3.07060240,-2.57016159,-1.01539494,-1.16330985,1.01467631,-1.94361994,1.16330985,1.01467631,-1.94361994,2.19434766,1.02918862,3651,968,-1314,2026-05-03T23:57:37.377Z,2026-05-03 19:57:37.377,102635,60
25.840,-1.35896167,-0.56844599,-0.24439422,-1.24157577,-3.08764075,1.63627189,1.24157577,-3.08764075,1.63627189,-0.41316029,3.14977839,3642,-3072,1298,2026-05-03T23:57:37.417Z,2026-05-03 19:57:37.417,102635,61
25.880,0.10902849,-1.06683949,-1.51296133,-2.16337438,0.01854437,-0.44149075,2.16337438,0.01854437,-0.44149075,0.73075531,-0.81791278,3536,-13,-218,2026-05-03T23:57:37.457Z,2026-05-03 19:57:37.457,102635,62
25.920,0.99895379,-1.06524557,0.11428779,-1.18070227,-1.68432338,-1.41869706,1.18070227,-1.68432338,-1.41869706,0.09095230,1.33408126,3649,-1690,-931,2026-05-03T23:57:37.497Z,2026-05-03 19:57:37.497,102635,63
25.960,-1.14014411,-0.60329585,-2.36932896,-1.30244926,-0.84355147,-1.64209766,1.30244926,-0.84355147,-1.64209766,1.22140661,0.64891012,3635,-862,-1094,2026-05-03T23:57:37.537Z,2026-05-03 19:57:37.537,102635,64
26.000,1.10812345,-1.35049791,-0.58099655,-1.84161448,-0.96641789,-1.38169205,1.84161448,-0.96641789,-1.38169205,0.53201523,0.56138981,3573,-983,-904,2026-05-03T23:57:37.577Z,2026-05-03 19:57:37.577,102635,65
26.040,-0.02050896,-0.76755903,-0.64083795,-0.76328403,-1.26901455,-0.93763196,0.76328403,-1.26901455,-0.93763196,-0.12355150,0.59597391,3697,-1281,-580,2026-05-03T23:57:37.617Z,2026-05-03 19:57:37.617,102635,66
26.080,0.31255736,-0.93656023,0.08890425,-1.09374014,-0.81715042,-0.94585530,1.09374014,-0.81715042,-0.94585530,-0.10037977,0.09714366,3659,-836,-586,2026-05-03T23:57:37.657Z,2026-05-03 19:57:37.657,102635,67
26.120,0.68561950,-1.14813046,0.37219350,-0.34586580,-1.15731780,0.16018326,0.34586580,-1.15731780,0.16018326,0.21555870,0.20642611,3745,-1171,221,2026-05-03T23:57:37.697Z,2026-05-03 19:57:37.697,102635,68
26.160,0.17065205,-0.77239811,1.02426366,-0.51979006,-1.02734340,0.28627439,0.51979006,-1.02734340,0.28627439,0.12893845,0.05172969,3725,-1043,313,2026-05-03T23:57:37.737Z,2026-05-03 19:57:37.737,102635,69
26.200,0.93460481,-1.29751348,0.54477209,-0.13715668,-1.02734340,0.81667950,0.13715668,-1.02734340,0.81667950,0.45026942,0.24506223,3769,-1043,700,2026-05-03T23:57:37.777Z,2026-05-03 19:57:37.777,102635,70
26.240,-0.01736346,-0.73875864,0.75230523,-0.19803017,-1.17051832,1.07845566,0.19803017,-1.17051832,1.07845566,-0.08643555,0.55223881,3762,-1184,891,2026-05-03T23:57:37.817Z,2026-05-03 19:57:37.817,102635,71
26.280,0.96730178,-1.28053407,0.15126609,-0.30238473,-0.94306312,0.75774560,0.30238473,-0.94306312,0.75774560,0.35137430,0.11632584,3750,-960,657,2026-05-03T23:57:37.857Z,2026-05-03 19:57:37.857,102635,72
26.320,-0.01294899,-0.66357910,0.17708959,-0.28499230,-1.19590395,0.59739057,0.28499230,-1.19590395,0.59739057,-0.42610123,0.35866584,3752,-1209,540,2026-05-03T23:57:37.897Z,2026-05-03 19:57:37.897,102635,73
26.360,0.86931285,-1.18045624,-0.51541888,-0.56327113,-0.83948977,-0.22494293,0.56327113,-0.83948977,-0.22494293,0.30287814,-0.21086624,3720,-858,-60,2026-05-03T23:57:37.937Z,2026-05-03 19:57:37.937,102635,74
26.400,-0.02708072,-0.76723290,-0.94278947,-0.46761278,-1.21113532,-0.11255735,0.46761278,-1.21113532,-0.11255735,0.06583435,0.27623966,3731,-1224,22,2026-05-03T23:57:37.977Z,2026-05-03 19:57:37.977,102635,75
26.440,0.55096738,-0.99859587,-0.93070653,-0.92851209,-0.80699617,-0.98011920,0.92851209,-0.80699617,-0.98011920,0.28432080,0.10666810,3678,-826,-611,2026-05-03T23:57:38.017Z,2026-05-03 19:57:38.017,102635,76
26.480,0.34847430,-0.93166832,-1.01604214,-0.64153705,-1.13802472,-0.91981474,0.64153705,-1.13802472,-0.91981474,0.26771321,0.43097002,3711,-1152,-567,2026-05-03T23:57:38.057Z,2026-05-03 19:57:38.057,102635,77
26.520,0.11721454,-0.87876199,-0.87840103,-1.05895529,-0.88619932,-1.11443367,1.05895529,-0.88619932,-1.11443367,0.12688971,0.27937164,3663,-904,-709,2026-05-03T23:57:38.097Z,2026-05-03 19:57:38.097,102635,78
26.560,0.62500388,-1.07610656,-0.19355334,-0.90242345,-1.05983700,-0.84854584,0.90242345,-1.05983700,-0.84854584,0.09189842,0.30563796,3681,-1075,-515,2026-05-03T23:57:38.137Z,2026-05-03 19:57:38.137,102635,79
26.600,0.11050300,-0.90131308,0.01186804,-0.81546131,-1.03242052,-0.51001855,0.81546131,-1.03242052,-0.51001855,-0.15059456,0.12373725,3691,-1048,-268,2026-05-03T23:57:38.177Z,2026-05-03 19:57:38.177,102635,80
26.640,0.56214981,-1.18287690,0.30097310,-0.98068937,-1.04155935,-0.04951179,0.98068937,-1.04155935,-0.04951179,0.23638532,0.04860917,3672,-1057,68,2026-05-03T23:57:38.217Z,2026-05-03 19:57:38.217,102635,81
26.680,0.10430486,-1.01678098,0.42432302,-0.82415753,-1.17051832,0.45622332,0.82415753,-1.17051832,0.45622332,0.06016767,0.28567111,3690,-1184,437,2026-05-03T23:57:38.257Z,2026-05-03 19:57:38.257,102635,82
26.720,0.40283533,-1.17113631,0.53225490,-1.08504393,-1.05780615,0.41510664,1.08504393,-1.05780615,0.41510664,0.27985497,0.13104878,3660,-1073,407,2026-05-03T23:57:38.297Z,2026-05-03 19:57:38.297,102635,83
26.760,0.07833759,-1.07518787,0.40353478,-1.18070227,-1.21824330,0.58231445,1.18070227,-1.21824330,0.58231445,0.12248699,0.39156537,3649,-1231,529,2026-05-03T23:57:38.337Z,2026-05-03 19:57:38.337,102635,84
26.800,0.71730826,-1.12326430,0.16106699,-1.49376595,-1.08928432,0.43566498,1.49376595,-1.08928432,0.43566498,0.14909718,0.18639338,3613,-1104,422,2026-05-03T23:57:38.377Z,2026-05-03 19:57:38.377,102635,85
26.840,0.53585507,3.20548029,-0.64367347,-1.24157577,-1.20402735,0.35891385,1.24157577,-1.20402735,0.35891385,2.74766377,0.31214807,3642,-1217,366,2026-05-03T23:57:38.417Z,2026-05-03 19:57:38.417,102635,86
26.880,-0.06684292,-0.53503849,-2.03596793,6.83720639,1.58636059,-0.03991790,-6.83720639,1.58636059,-0.03991790,0.85701586,1.04196758,4571,1531,75,2026-05-03T23:57:38.457Z,2026-05-03 19:57:38.457,102635,87
26.920,-2.59896785,2.91853051,-0.96486913,-3.25909725,0.70395625,-0.67859691,3.25909725,0.70395625,-0.67859691,2.54733250,-0.09255823,3410,662,-391,2026-05-03T23:57:38.497Z,2026-05-03 19:57:38.497,102635,88
