relative_time_s,lord_ch1_norm,lord_ch2_norm,lord_ch3_norm,our_x_norm_original,our_y_norm_original,our_z_norm_original,our_mapped_to_lord_ch1_norm,our_mapped_to_lord_ch2_norm,our_mapped_to_lord_ch3_norm,lord_dynamic_magnitude_norm,our_dynamic_magnitude_norm,our_x_raw,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
8.720,0.00947117,0.21120358,-0.03822068,0.14112215,0.22569107,-0.11941013,-0.14112215,0.22569107,-0.11941013,-1.00037156,-1.05096821,3801,191,17,2026-05-03T23:57:20.297Z,2026-05-03 19:57:20.297,102631,33
8.760,0.01349429,0.19840184,-0.10300933,0.25417292,0.17187355,-0.16052681,-0.25417292,0.17187355,-0.16052681,-0.99851391,-1.09446468,3814,138,-13,2026-05-03T23:57:20.337Z,2026-05-03 19:57:20.337,102631,34
8.800,0.03265721,0.17676023,-0.12837584,0.21069186,0.22873735,-0.16189736,-0.21069186,0.22873735,-0.16189736,-1.01113852,-1.02847519,3809,194,-14,2026-05-03T23:57:20.377Z,2026-05-03 19:57:20.377,102631,35
8.840,-0.00738591,0.23060819,-0.09906683,0.18460322,0.23990702,-0.08788735,-0.18460322,0.23990702,-0.08788735,-0.96273907,-1.04202890,3806,205,40,2026-05-03T23:57:20.417Z,2026-05-03 19:57:20.417,102631,36
8.880,-0.01653346,0.23377761,-0.04439982,0.24547671,0.26833892,-0.02347123,-0.24547671,0.26833892,-0.02347123,-0.97187911,-1.01349091,3813,233,87,2026-05-03T23:57:20.457Z,2026-05-03 19:57:20.457,102631,37
8.920,-0.01114709,0.25117041,0.05104039,0.10633730,0.22162937,0.05327990,-0.10633730,0.22162937,0.05327990,-0.94967096,-1.07487248,3797,187,143,2026-05-03T23:57:20.497Z,2026-05-03 19:57:20.497,102631,38
8.960,0.01145018,0.20359006,0.08435150,0.34113506,0.25107670,0.11769603,-0.34113506,0.25107670,0.11769603,-0.99898794,-1.01576915,3824,216,190,2026-05-03T23:57:20.537Z,2026-05-03 19:57:20.537,102631,39
9.000,-0.01429333,0.26538916,0.17422284,0.24547671,0.26732350,0.17388881,-0.24547671,0.26732350,0.17388881,-0.89358373,-0.97567270,3813,232,231,2026-05-03T23:57:20.577Z,2026-05-03 19:57:20.577,102631,40
9.040,0.01152497,0.22784759,0.18549684,0.29765399,0.25006127,0.17251826,-0.29765399,0.25006127,0.17251826,-0.92792748,-0.99635756,3819,215,230,2026-05-03T23:57:20.617Z,2026-05-03 19:57:20.617,102631,41
9.080,-0.05398113,0.30134596,0.14955171,0.32374263,0.35769632,0.11906658,-0.32374263,0.35769632,0.11906658,-0.86312512,-0.87708889,3822,321,191,2026-05-03T23:57:20.657Z,2026-05-03 19:57:20.657,102631,42
9.120,-0.06098190,0.32608809,0.15011654,0.31504642,0.33434155,0.07109713,-0.31504642,0.33434155,0.07109713,-0.83433815,-0.91788969,3821,298,156,2026-05-03T23:57:20.697Z,2026-05-03 19:57:20.697,102631,43
9.160,-0.15661835,0.39984602,0.00564349,0.11503351,0.66943180,-0.01661845,-0.11503351,0.66943180,-0.01661845,-0.76788712,-0.46847808,3798,628,92,2026-05-03T23:57:20.737Z,2026-05-03 19:57:20.737,102631,44
9.200,-0.45037846,0.81507662,0.04570142,0.12372972,1.12434221,-0.00017178,-0.12372972,1.12434221,-0.00017178,-0.24724084,0.15229743,3799,1076,104,2026-05-03T23:57:20.777Z,2026-05-03 19:57:20.777,102631,45
9.240,-0.84970645,1.26735500,-0.03791413,0.52375553,1.57417549,-0.07829346,-0.52375553,1.57417549,-0.07829346,0.32258733,0.76930568,3845,1519,47,2026-05-03T23:57:20.817Z,2026-05-03 19:57:20.817,102631,46
9.280,-0.79325448,1.39067533,0.18200280,-0.19803017,1.24822406,0.15470103,0.19803017,1.24822406,0.15470103,0.47934079,0.32873817,3762,1198,217,2026-05-03T23:57:20.857Z,2026-05-03 19:57:20.857,102631,47
9.320,-0.88665066,1.24509328,-0.06542078,0.35852748,1.51731169,-0.03854734,-0.35852748,1.51731169,-0.03854734,0.29830444,0.68975884,3826,1463,76,2026-05-03T23:57:20.897Z,2026-05-03 19:57:20.897,102631,48
9.360,-0.94764856,1.27398555,0.22049963,-0.24151124,1.29391819,0.35069052,0.24151124,1.29391819,0.35069052,0.35019905,0.41932400,3757,1243,360,2026-05-03T23:57:20.937Z,2026-05-03 19:57:20.937,102631,49
9.400,-1.07785825,1.37068955,0.30798103,-0.12846046,1.47364841,0.17251826,0.12846046,1.47364841,0.17251826,0.48683094,0.63665652,3770,1420,230,2026-05-03T23:57:20.977Z,2026-05-03 19:57:20.977,102631,50
9.440,-1.08246012,1.18864777,0.24487554,-0.51979006,1.38530644,0.36165496,0.51979006,1.38530644,0.36165496,0.25982336,0.54523606,3725,1333,368,2026-05-03T23:57:21.017Z,2026-05-03 19:57:21.017,102631,51
9.480,-1.32710457,1.42727981,0.43921593,-0.38065065,1.43912396,0.41647720,0.38065065,1.43912396,0.41647720,0.59580687,0.62743603,3741,1386,408,2026-05-03T23:57:21.057Z,2026-05-03 19:57:21.057,102631,52
9.520,-1.21702869,1.17766730,0.19493725,3.88919008,1.05123161,0.35206107,-3.88919008,1.05123161,0.35206107,0.24922576,0.22058437,4232,1004,361,2026-05-03T23:57:21.097Z,2026-05-03 19:57:21.097,102631,53
9.560,3.52748386,-1.55133804,2.65556887,-0.31977716,-3.11708807,3.85246066,0.31977716,-3.11708807,3.85246066,2.16264521,4.38700876,3748,-3101,2915,2026-05-03T23:57:21.137Z,2026-05-03 19:57:21.137,102631,54
9.600,-2.61881195,-0.21970423,1.70594943,-0.85894238,0.35058835,-1.47351929,0.85894238,0.35058835,-1.47351929,0.62462140,0.18856019,3686,314,-971,2026-05-03T23:57:21.177Z,2026-05-03 19:57:21.177,102631,55
9.640,1.81198446,-3.07380065,-2.91717405,-1.25896819,-2.12907953,-0.84717528,1.25896819,-2.12907953,-0.84717528,3.53659150,1.65401471,3640,-2128,-514,2026-05-03T23:57:21.217Z,2026-05-03 19:57:21.217,102631,56
9.680,-1.85180768,0.62820948,0.54384676,-1.92857662,-0.74403982,-0.05362345,1.92857662,-0.74403982,-0.05362345,-0.16298235,-0.32008519,3563,-764,65,2026-05-03T23:57:21.257Z,2026-05-03 19:57:21.257,102631,57
9.720,3.29762443,-1.98684145,0.17387655,-2.15467816,-1.10857740,-2.13823887,2.15467816,-1.10857740,-2.13823887,1.39370976,1.27904704,3537,-1123,-1456,2026-05-03T23:57:21.297Z,2026-05-03 19:57:21.297,102631,58
9.760,-1.01102672,-0.48865703,-2.86409376,-1.07634771,-1.24159807,-2.66590287,1.07634771,-1.24159807,-2.66590287,1.65106470,1.80664299,3661,-1254,-1841,2026-05-03T23:57:21.337Z,2026-05-03 19:57:21.337,102631,59
9.800,0.76108474,-1.21762343,-2.29192369,-2.06771603,-0.60898829,-2.62889786,2.06771603,-0.60898829,-2.62889786,1.46752793,1.42249580,3547,-631,-1814,2026-05-03T23:57:21.377Z,2026-05-03 19:57:21.377,102631,60
9.840,1.47321493,-1.16359173,-0.99146750,-1.09374014,-1.35126397,-1.28164148,1.09374014,-1.35126397,-1.28164148,0.53323932,0.87855582,3659,-1362,-831,2026-05-03T23:57:21.417Z,2026-05-03 19:57:21.417,102631,61
9.880,-0.94974886,-0.45162535,-1.71937048,-1.03286665,-1.01008117,-1.03631198,1.03286665,-1.01008117,-1.03631198,0.55044792,0.35712520,3666,-1026,-652,2026-05-03T23:57:21.457Z,2026-05-03 19:57:21.457,102631,62
9.920,1.74022402,-1.50603828,-0.10378987,-0.72849918,-0.93392429,-0.11118680,0.72849918,-0.93392429,-0.11118680,0.67275712,-0.09755751,3701,-951,23,2026-05-03T23:57:21.497Z,2026-05-03 19:57:21.497,102631,63
9.960,-0.20067468,-0.68118548,0.28530814,-0.25890366,-1.38375757,0.66728891,0.25890366,-1.38375757,0.66728891,-0.37464534,0.62365542,3755,-1394,591,2026-05-03T23:57:21.537Z,2026-05-03 19:57:21.537,102631,64
10.000,1.16016191,-1.39241236,0.56996259,-0.23281502,-0.78567224,0.60150223,0.23281502,-0.78567224,0.60150223,0.57977134,-0.14906415,3758,-805,543,2026-05-03T23:57:21.577Z,2026-05-03 19:57:21.577,102631,65
10.040,0.39398680,-0.97135952,0.95433477,-0.50239763,-1.47717668,1.19084124,0.50239763,-1.47717668,1.19084124,0.26743408,0.96747238,3727,-1486,973,2026-05-03T23:57:21.617Z,2026-05-03 19:57:21.617,102631,66
10.080,0.61375670,-1.15267557,0.76873371,-0.36325822,-0.79785734,0.75226337,0.36325822,-0.79785734,0.75226337,0.36069130,-0.05282760,3743,-817,653,2026-05-03T23:57:21.657Z,2026-05-03 19:57:21.657,102631,67
10.120,0.74329465,-1.11263295,1.07859295,-0.25890366,-1.46296073,1.12916623,0.25890366,-1.46296073,1.12916623,0.49062206,0.91824586,3755,-1472,928,2026-05-03T23:57:21.697Z,2026-05-03 19:57:21.697,102631,68
10.160,0.25170890,-0.97184645,0.47350060,-0.78067646,-0.86182912,0.01353378,0.78067646,-0.86182912,0.01353378,0.02650157,-0.19953784,3695,-880,114,2026-05-03T23:57:21.737Z,2026-05-03 19:57:21.737,102631,69
10.200,0.72925588,-1.27196288,-0.06428544,-0.58066355,-1.39289640,0.19581771,0.58066355,-1.39289640,0.19581771,0.32343436,0.53129266,3718,-1403,247,2026-05-03T23:57:21.777Z,2026-05-03 19:57:21.777,102631,70
10.240,0.16261536,-0.85372358,0.07486851,-1.30244926,-0.89533814,-0.71011970,1.30244926,-0.89533814,-0.71011970,-0.20614747,0.05007610,3635,-913,-414,2026-05-03T23:57:21.817Z,2026-05-03 19:57:21.817,102631,71
10.280,0.58528755,-1.24724830,-1.16365154,-1.55463944,-1.30556985,-1.14458589,1.55463944,-1.30556985,-1.14458589,0.66735515,0.75690812,3606,-1317,-731,2026-05-03T23:57:21.857Z,2026-05-03 19:57:21.857,102631,72
10.320,-0.14924411,-0.74858156,-1.12518312,-1.66769022,-0.78871852,-1.59001654,1.66769022,-0.78871852,-1.59001654,0.18409645,0.57076638,3593,-808,-1056,2026-05-03T23:57:21.897Z,2026-05-03 19:57:21.897,102631,73
10.360,1.07447559,-0.85535882,-1.56668027,1.27162988,0.13024112,-1.21722535,-1.27162988,0.13024112,-1.21722535,0.64084526,-0.12240395,3931,97,-784,2026-05-03T23:57:21.937Z,2026-05-03 19:57:21.937,102631,74
10.400,-1.36795950,2.72724684,-1.57979081,2.43692246,2.25044855,-2.19031999,-2.43692246,2.25044855,-2.19031999,2.47188886,2.42464555,4065,2185,-1494,2026-05-03T23:57:21.977Z,2026-05-03 19:57:21.977,102631,75
10.440,-0.62635304,0.44194645,-1.96995031,-1.91988040,0.98929068,-1.59823987,1.91988040,0.98929068,-1.59823987,0.77001728,0.74577154,3564,943,-1062,2026-05-03T23:57:22.017Z,2026-05-03 19:57:22.017,102631,76
10.480,-2.02295624,2.23597543,-0.65622757,0.28026156,1.88591097,-0.27839461,-0.28026156,1.88591097,-0.27839461,1.63857580,1.20750616,3817,1826,-99,2026-05-03T23:57:22.057Z,2026-05-03 19:57:22.057,102631,77
10.520,-0.20088014,0.51288173,0.89429470,0.77594572,1.40358409,1.38134850,-0.77594572,1.40358409,1.38134850,-0.17377710,0.99182464,3874,1351,1112,2026-05-03T23:57:22.097Z,2026-05-03 19:57:22.097,102631,78
10.560,-0.77748015,1.84422610,1.80092130,0.13242594,1.18628313,1.19769402,-0.13242594,1.18628313,1.19769402,1.63748289,0.63974678,3800,1137,978,2026-05-03T23:57:22.137Z,2026-05-03 19:57:22.137,102631,79
10.600,-0.61022365,0.65908612,0.61927933,0.51505932,1.62596216,0.79063894,-0.51505932,1.62596216,0.79063894,-0.22818593,0.97799250,3844,1570,681,2026-05-03T23:57:22.177Z,2026-05-03 19:57:22.177,102631,80
10.640,-0.80500597,1.31257662,1.36780305,-0.11976425,1.02483056,1.77195691,0.11976425,1.02483056,1.77195691,0.86202241,0.89092177,3771,978,1397,2026-05-03T23:57:22.217Z,2026-05-03 19:57:22.217,102631,81
10.680,-0.77877776,1.26856995,1.79284619,1.15857911,1.64119354,1.44302351,-1.15857911,1.64119354,1.44302351,1.11493079,1.29750856,3918,1585,1157,2026-05-03T23:57:22.257Z,2026-05-03 19:57:22.257,102631,82
10.720,-0.59692261,0.83110511,1.50173719,-0.70241054,0.94461198,1.75002802,0.70241054,0.94461198,1.75002802,0.55154054,0.81004317,3704,899,1381,2026-05-03T23:57:22.297Z,2026-05-03 19:57:22.297,102631,83
10.760,-1.23331660,1.39935443,1.25610746,0.39331234,1.37515219,1.30870904,-0.39331234,1.37515219,1.30870904,0.89774040,0.91510336,3830,1323,1059,2026-05-03T23:57:22.337Z,2026-05-03 19:57:22.337,102631,84
10.800,-0.53503836,0.74994273,1.22453339,2.02820044,1.29797989,1.33337905,-2.02820044,1.29797989,1.33337905,0.27012211,0.86735269,4018,1247,1077,2026-05-03T23:57:22.377Z,2026-05-03 19:57:22.377,102631,85
10.840,-1.88550312,0.69079639,1.07784925,1.79340268,-0.73388557,2.21875811,-1.79340268,-0.73388557,2.21875811,0.21870955,1.09137497,3991,-754,1723,2026-05-03T23:57:22.417Z,2026-05-03 19:57:22.417,102631,86
10.880,0.97600160,-1.25511902,1.40925738,0.12372972,-1.72189410,2.72860488,-0.12372972,-1.72189410,2.72860488,0.84227498,2.24238146,3799,-1727,2095,2026-05-03T23:57:22.457Z,2026-05-03 19:57:22.457,102631,87
10.920,0.10290528,-0.49764164,2.91222558,0.25417292,-1.08623805,1.07708511,-0.25417292,-1.08623805,1.07708511,1.68369857,0.45772807,3814,-1101,890,2026-05-03T23:57:22.497Z,2026-05-03 19:57:22.497,102631,88
10.960,-0.79645617,-1.13149328,-2.32570327,-0.95460073,-1.40101980,-2.19580222,0.95460073,-1.40101980,-2.19580222,1.43986071,1.55207570,3675,-1411,-1498,2026-05-03T23:57:22.537Z,2026-05-03 19:57:22.537,102631,89
11.000,0.65635716,-1.15189242,-2.04218961,-1.91118419,-0.59883404,-3.11955685,1.91118419,-0.59883404,-3.11955685,1.21580289,1.89075476,3565,-621,-2172,2026-05-03T23:57:22.577Z,2026-05-03 19:57:22.577,102631,90
11.040,-0.56009040,-0.79268471,-3.62617359,-1.55463944,-1.41929745,-3.24564798,1.55463944,-1.41929745,-3.24564798,2.46043641,2.43706355,3606,-1429,-2264,2026-05-03T23:57:22.617Z,2026-05-03 19:57:22.617,102631,91
11.080,0.33769444,-0.90808830,-3.25973141,-1.86770312,-0.84456689,-3.17300852,1.86770312,-0.84456689,-3.17300852,2.15352919,2.04021228,3570,-863,-2211,2026-05-03T23:57:22.657Z,2026-05-03 19:57:22.657,102631,92
11.120,0.25924058,-0.83234377,-1.91730425,-1.29375305,-1.10756197,-2.28351779,1.29375305,-1.10756197,-2.28351779,0.89574950,1.38539688,3636,-1122,-1562,2026-05-03T23:57:22.697Z,2026-05-03 19:57:22.697,102631,93
11.160,0.12934846,-1.15419598,-1.58111915,-1.00677801,-1.08623805,-0.69504358,1.00677801,-1.08623805,-0.69504358,0.85303911,0.26616659,3669,-1101,-403,2026-05-03T23:57:22.737Z,2026-05-03 19:57:22.737,102631,94
11.200,0.50159971,-1.18412631,0.65376552,-0.17194153,-1.25784487,1.62119577,0.17194153,-1.25784487,1.62119577,0.34214079,0.99167515,3765,-1270,1287,2026-05-03T23:57:22.777Z,2026-05-03 19:57:22.777,102631,95
11.240,1.23214615,-1.20015714,2.12733672,0.10633730,-1.28018422,2.05703253,-0.10633730,-1.28018422,2.05703253,1.33830623,1.33440122,3797,-1292,1605,2026-05-03T23:57:22.817Z,2026-05-03 19:57:22.817,102631,96
11.280,0.29564436,-0.89694247,1.73358664,-0.20672638,-0.78161054,1.44302351,0.20672638,-0.78161054,1.44302351,0.78036885,0.42550690,3761,-801,1157,2026-05-03T23:57:22.857Z,2026-05-03 19:57:22.857,102631,97
11.320,1.85271763,-1.05377135,1.02365344,1.99341558,0.15258047,2.54632096,-1.99341558,0.15258047,2.54632096,0.47970738,1.22049193,4014,119,1962,2026-05-03T23:57:22.897Z,2026-05-03 19:57:22.897,102631,98
11.360,-1.45892883,2.36099300,3.72930175,2.39344140,1.55285156,1.85007859,-2.39344140,1.55285156,1.85007859,3.46065451,1.47041991,4060,1498,1454,2026-05-03T23:57:22.937Z,2026-05-03 19:57:22.937,102631,99
11.400,-0.64653305,0.55109621,0.86191743,-0.18933396,1.36398251,-0.03032400,0.18933396,1.36398251,-0.03032400,-0.15487412,0.47979501,3763,1312,82,2026-05-03T23:57:22.977Z,2026-05-03 19:57:22.977,102631,100
11.440,-1.27705573,1.81252507,0.19905290,-0.15454910,1.47872554,-0.47575465,0.15454910,1.47872554,-0.47575465,1.01608485,0.69263143,3767,1425,-243,2026-05-03T23:57:23.017Z,2026-05-03 19:57:23.017,102632,1
11.480,-0.42314228,0.79518739,-0.37124101,0.80203436,1.71227329,-0.07555235,-0.80203436,1.71227329,-0.07555235,-0.20770249,0.95948148,3877,1655,49,2026-05-03T23:57:23.057Z,2026-05-03 19:57:23.057,102632,2
11.520,-0.77302757,1.58411550,0.56788777,-0.70241054,1.26853256,-0.11529847,0.70241054,1.26853256,-0.11529847,0.78462788,0.35653079,3704,1218,20,2026-05-03T23:57:23.097Z,2026-05-03 19:57:23.097,102632,3
11.560,-0.72020650,1.25303752,-0.93426585,0.70637601,1.80569239,-1.37209816,-0.70637601,1.80569239,-1.37209816,0.55179824,1.44828283,3866,1747,-897,2026-05-03T23:57:23.137Z,2026-05-03 19:57:23.137,102632,4
11.600,-0.84091444,1.15995763,-1.02226381,-0.79806889,1.14871241,-0.23042516,0.79806889,1.14871241,-0.23042516,0.50832210,0.20775604,3693,1100,-64,2026-05-03T23:57:23.177Z,2026-05-03 19:57:23.177,102632,5
11.640,0.51786868,1.70774588,-0.30613445,1.39337687,1.53152764,-0.71560192,-1.39337687,1.53152764,-0.71560192,0.87192675,0.84085613,3945,1477,-418,2026-05-03T23:57:23.217Z,2026-05-03 19:57:23.217,102632,6
11.680,3.58573845,-1.19362308,0.31516495,-0.44152414,-1.76149568,-0.14819181,0.44152414,-1.76149568,-0.14819181,0.59920576,1.02762758,3734,-1766,-4,2026-05-03T23:57:23.257Z,2026-05-03 19:57:23.257,102632,7
11.720,1.92881822,-1.28861844,1.37159792,1.03683212,-0.76434832,0.14510714,-1.03683212,-0.76434832,0.14510714,0.90912953,-0.31609587,3904,-784,210,2026-05-03T23:57:23.297Z,2026-05-03 19:57:23.297,102632,8
11.760,0.10469775,-1.31263020,-0.54766842,-1.31114547,-1.58278088,0.20541160,1.31114547,-1.58278088,0.20541160,0.44517953,0.79797674,3634,-1590,254,2026-05-03T23:57:23.337Z,2026-05-03 19:57:23.337,102632,9
11.800,0.55162957,-1.20618595,-0.56121312,-0.93720830,-0.95626364,-0.06047623,0.93720830,-0.95626364,-0.06047623,0.33437344,-0.06732639,3677,-973,60,2026-05-03T23:57:23.377Z,2026-05-03 19:57:23.377,102632,10
11.840,1.37561838,-1.07443687,0.93325701,-0.68501811,-1.28729220,-0.28250628,0.68501811,-1.28729220,-0.28250628,0.40637950,0.40103125,3706,-1299,-102,2026-05-03T23:57:23.417Z,2026-05-03 19:57:23.417,102632,11
11.880,0.30690065,-1.18928695,-1.59640654,-0.55457491,-1.17864172,-0.93352030,0.55457491,-1.17864172,-0.93352030,0.89517403,0.48494176,3721,-1192,-577,2026-05-03T23:57:23.457Z,2026-05-03 19:57:23.457,102632,12
11.920,0.13713279,-0.85759115,-0.88606748,-1.18070227,-1.01008117,-0.84169306,1.18070227,-1.01008117,-0.84169306,0.11159955,0.24869298,3649,-1026,-510,2026-05-03T23:57:23.497Z,2026-05-03 19:57:23.497,102632,13
11.960,1.29075430,-1.19014361,-0.74093594,-0.56327113,-1.11365452,-1.05275865,0.56327113,-1.11365452,-1.05275865,0.42504508,0.47552251,3720,-1128,-664,2026-05-03T23:57:23.537Z,2026-05-03 19:57:23.537,102632,14
12.000,-0.41495601,-0.50342469,-1.09828954,-0.64153705,-0.85370572,-1.14321534,0.64153705,-0.85370572,-1.14321534,-0.00519983,0.26215857,3711,-872,-730,2026-05-03T23:57:23.577Z,2026-05-03 19:57:23.577,102632,15
12.040,0.81314083,-0.44735813,-0.82138104,0.35852748,0.11907144,-0.94722586,-0.35852748,0.11907144,-0.94722586,-0.25001616,-0.40928030,3826,86,-587,2026-05-03T23:57:23.617Z,2026-05-03 19:57:23.617,102632,16
12.080,-0.29288582,0.84485306,-0.49291911,1.10640183,0.99741408,-0.72519581,-1.10640183,0.99741408,-0.72519581,-0.10890980,0.17390545,3912,951,-425,2026-05-03T23:57:23.657Z,2026-05-03 19:57:23.657,102632,17
12.120,-0.94721931,1.04760861,-1.27048216,0.47157826,1.26142458,-0.08925791,-0.47157826,1.26142458,-0.08925791,0.56316511,0.34330079,3839,1211,39,2026-05-03T23:57:23.697Z,2026-05-03 19:57:23.697,102632,18
12.160,-0.75930682,1.43003350,0.66502817,0.60202145,1.39546069,0.76733949,-0.60202145,1.39546069,0.76733949,0.63453001,0.67652289,3854,1343,664,2026-05-03T23:57:23.737Z,2026-05-03 19:57:23.737,102632,19
12.200,-0.69189611,1.28473630,1.34476681,1.14118668,1.28884106,0.83586728,-1.14118668,1.28884106,0.83586728,0.81751357,0.57774111,3916,1238,714,2026-05-03T23:57:23.777Z,2026-05-03 19:57:23.777,102632,20
12.240,-0.47482453,0.56949492,1.02460148,0.51505932,0.43283777,1.69931745,-0.51505932,0.43283777,1.69931745,-0.02129357,0.43657271,3844,395,1344,2026-05-03T23:57:23.817Z,2026-05-03 19:57:23.817,102632,21
12.280,0.04844122,0.09712971,1.56559775,0.87160407,-0.08604441,1.70342912,-0.87160407,-0.08604441,1.70342912,0.29054656,0.34972605,3885,-116,1347,2026-05-03T23:57:23.857Z,2026-05-03 19:57:23.857,102632,22
12.320,0.52284417,-0.59619220,1.50078924,0.32374263,-0.69631484,1.68561190,-0.32374263,-0.69631484,1.68561190,0.40171542,0.56989331,3822,-717,1334,2026-05-03T23:57:23.897Z,2026-05-03 19:57:23.897,102632,23
12.360,0.65871969,-0.73610368,1.50429454,0.22808428,-0.69733027,1.28815070,-0.22808428,-0.69733027,1.28815070,0.49214668,0.23127127,3811,-718,1044,2026-05-03T23:57:23.937Z,2026-05-03 19:57:23.937,102632,24
12.400,0.52334782,-0.41889536,1.00184908,0.70637601,-0.28811399,0.71662892,-0.70637601,-0.28811399,0.71662892,-0.13404947,-0.55038186,3866,-315,627,2026-05-03T23:57:23.977Z,2026-05-03 19:57:23.977,102632,25
12.440,-0.08150735,0.09988802,-0.12496128,0.01067895,0.15968845,-0.51550077,-0.01067895,0.15968845,-0.51550077,-1.08742271,-0.81754280,3786,126,-272,2026-05-03T23:57:24.017Z,2026-05-03 19:57:24.017,102632,26
12.480,-0.18651511,0.36556576,-1.32033813,-0.13715668,0.47345477,-1.50093041,0.13715668,0.47345477,-1.50093041,0.11997613,0.26735006,3769,435,-991,2026-05-03T23:57:24.057Z,2026-05-03 19:57:24.057,102632,27
12.520,-0.36812688,0.58602178,-1.64341567,-0.31977716,0.50391752,-2.00255384,0.31977716,0.50391752,-2.00255384,0.52004348,0.75690894,3748,465,-1357,2026-05-03T23:57:24.097Z,2026-05-03 19:57:24.097,102632,28
12.560,-0.07878210,0.15384396,-2.05023360,-0.29368852,0.02869862,-1.99158940,0.29368852,0.02869862,-1.99158940,0.77456706,0.63250685,3751,-3,-1349,2026-05-03T23:57:24.137Z,2026-05-03 19:57:24.137,102632,29
12.600,0.02439683,-0.13495676,-1.32223708,-0.47630900,-0.31248419,-1.49955985,0.47630900,-0.31248419,-1.49955985,0.05553781,0.19463572,3730,-339,-990,2026-05-03T23:57:24.177Z,2026-05-03 19:57:24.177,102632,30
12.640,0.51425626,-0.75299578,-0.85455870,-0.48500521,-0.87096794,-0.58402856,0.48500521,-0.87096794,-0.58402856,0.00278359,-0.05281663,3729,-889,-322,2026-05-03T23:57:24.217Z,2026-05-03 19:57:24.217,102632,31
12.680,0.58966602,-0.86335355,0.17282067,-0.02410590,-0.87401422,0.33150273,0.02410590,-0.87401422,0.33150273,-0.16943323,-0.14332807,3782,-892,346,2026-05-03T23:57:24.257Z,2026-05-03 19:57:24.257,102632,32
12.720,0.48896034,-0.57871217,0.78514233,0.30635020,-0.55110906,0.85779617,-0.30635020,-0.55110906,0.85779617,-0.19766550,-0.23330163,3820,-574,730,2026-05-03T23:57:24.297Z,2026-05-03 19:57:24.297,102632,33
12.760,0.35039807,-0.24818770,1.02990638,0.62811009,-0.19266403,1.02500398,-0.62811009,-0.19266403,1.02500398,-0.19397981,-0.30847097,3857,-221,852,2026-05-03T23:57:24.337Z,2026-05-03 19:57:24.337,102632,34
12.800,0.14293872,0.08856769,0.71717473,0.47157826,0.21452140,0.87150173,-0.47157826,0.21452140,0.87150173,-0.54426164,-0.45082559,3839,180,740,2026-05-03T23:57:24.377Z,2026-05-03 19:57:24.377,102632,35
12.840,-0.30245286,0.70579365,0.56588673,0.88899649,0.86337798,0.55216222,-0.88899649,0.86337798,0.55216222,-0.22390320,-0.07078263,3887,819,507,2026-05-03T23:57:24.417Z,2026-05-03 19:57:24.417,102632,36
12.880,-0.54144106,0.97021053,0.47465865,0.75855329,1.01670716,0.40140108,-0.75855329,1.01670716,0.40140108,0.03335094,0.06844156,3872,970,397,2026-05-03T23:57:24.457Z,2026-05-03 19:57:24.457,102632,37
12.920,-0.32907325,0.66580619,0.26917483,0.52375553,0.55570420,0.10399047,-0.52375553,0.55570420,0.10399047,-0.39395951,-0.61227042,3845,516,180,2026-05-03T23:57:24.497Z,2026-05-03 19:57:24.497,102632,38
12.960,0.06859320,0.04584714,-0.11541585,0.26286914,-0.05151996,-0.06869957,-0.26286914,-0.05151996,-0.06869957,-1.13464218,-1.27526744,3815,-82,54,2026-05-03T23:57:24.537Z,2026-05-03 19:57:24.537,102632,39
13.000,0.26782800,-0.24929698,-0.09215823,0.17590700,-0.30740706,-0.04265901,-0.17590700,-0.30740706,-0.04265901,-0.93257260,-0.95986496,3805,-334,73,2026-05-03T23:57:24.577Z,2026-05-03 19:57:24.577,102632,40
13.040,0.39237265,-0.40876929,-0.02568927,-0.05889076,-0.49322984,-0.15915625,0.05889076,-0.49322984,-0.15915625,-0.74452922,-0.69030832,3778,-517,-12,2026-05-03T23:57:24.617Z,2026-05-03 19:57:24.617,102632,41
13.080,0.46558797,-0.51241390,-0.28063737,-0.05019454,-0.53283141,-0.38392741,0.05019454,-0.53283141,-0.38392741,-0.55844703,-0.55809371,3779,-556,-176,2026-05-03T23:57:24.657Z,2026-05-03 19:57:24.657,102632,42
13.120,0.37482452,-0.31539546,-0.42837740,0.03676759,-0.27694431,-0.58265800,-0.03676759,-0.27694431,-0.58265800,-0.67687868,-0.68249393,3789,-304,-321,2026-05-03T23:57:24.697Z,2026-05-03 19:57:24.697,102632,43
13.160,0.08154865,0.05997403,-0.54790684,0.18460322,0.11602517,-0.66626191,-0.18460322,0.11602517,-0.66626191,-0.71591159,-0.68981906,3806,83,-382,2026-05-03T23:57:24.737Z,2026-05-03 19:57:24.737,102632,44
13.200,-0.15616990,0.28338363,-0.58115269,0.28895778,0.27036977,-0.51275966,-0.28895778,0.27036977,-0.51275966,-0.58888373,-0.74446421,3818,235,-270,2026-05-03T23:57:24.777Z,2026-05-03 19:57:24.777,102632,45
13.240,-0.11037751,0.25308582,-0.29746324,0.33243884,0.21350597,-0.25646572,-0.33243884,0.21350597,-0.25646572,-0.83320942,-0.98890296,3823,179,-83,2026-05-03T23:57:24.817Z,2026-05-03 19:57:24.817,102632,46
