relative_time_s,sensor_ts_utc,thingy_aligned_ts_utc,sensor_ch1_g,sensor_ch2_g,sensor_ch3_g,sensor_mag_raw_g,sensor_mag_z,thingy_x_raw_interp,thingy_y_raw_interp,thingy_z_raw_interp,thingy_mag_raw_counts_interp,thingy_mag_z_interp
0.09375,2026-05-04T22:12:08.601562Z,2026-05-04T22:13:10.025625Z,0.9384364485740662,0.3309927582740784,0.0464135035872459,0.996179395168075,-0.4771025883660915,3811.34375,10.21875,58.015625,3811.851321988795,-0.48977294899299467
0.1015625,2026-05-04T22:12:08.609375Z,2026-05-04T22:13:10.033437500Z,0.9390925765037536,0.3307289481163025,0.0481357052922248,0.9967916284211831,-0.4722483283545224,3812.515625,9.828125,66.0234375,3813.153266864967,-0.48672612987633124
0.109375,2026-05-04T22:12:08.617187Z,2026-05-04T22:13:10.041250Z,0.9388269782066344,0.3309462070465088,0.0496426336467266,0.996687452535876,-0.47307431556062196,3813.6875,9.4375,74.03125,3814.455211741139,-0.48367931075966775
0.1171875,2026-05-04T22:12:08.625000Z,2026-05-04T22:13:10.049062500Z,0.9388894438743592,0.3308996558189392,0.0513033308088779,0.9968149285558885,-0.4720635868175502,3814.859375,9.046875,82.03906250000001,3815.7571566173106,-0.4806324916430053
0.125,2026-05-04T22:12:08.632812Z,2026-05-04T22:13:10.056875Z,0.9384989142417908,0.3309617340564728,0.0532408095896244,0.9965693479374359,-0.4740107404060213,3814.828125,9.6875,83.6875,3815.758856448326,-0.4806285136883875
0.1328125,2026-05-04T22:12:08.640625Z,2026-05-04T22:13:10.064687500Z,0.9387176036834716,0.3311634659767151,0.0553320571780204,0.9969561761755137,-0.4709436661530076,3814.6328125,10.46875,84.46875,3815.583250136819,-0.4810394686195046
0.140625,2026-05-04T22:12:08.648437Z,2026-05-04T22:13:10.072500Z,0.9388425946235656,0.3313651978969574,0.0568389855325222,0.9972256425369158,-0.4688071278712714,3814.4375,11.250000000000002,85.25,3815.407643825313,-0.48145042355062057
0.1484375,2026-05-04T22:12:08.656250Z,2026-05-04T22:13:10.080312500Z,0.9384364485740662,0.3313186466693878,0.0582382753491401,0.9969085767304757,-0.4713210714661748,3814.2421875,12.031250000000002,86.03125,3815.2320375138065,-0.48186137848173655
0.15625,2026-05-04T22:12:08.664062Z,2026-05-04T22:13:10.088125Z,0.9390456676483154,0.3313341438770294,0.0597298294305801,0.9975754273996532,-0.4660337622247332,3814.046875,12.812500000000002,86.8125,3815.0564312023002,-0.4822723334128525
0.1640625,2026-05-04T22:12:08.671875Z,2026-05-04T22:13:10.095937500Z,0.937827169895172,0.3311479389667511,0.0603141486644744,0.9964018037943504,-0.4753391603012552,3814.1484375,12.703125,87.59375,3815.1755979123027,-0.4819934587717288
0.171875,2026-05-04T22:12:08.679687Z,2026-05-04T22:13:10.103750Z,0.93876451253891,0.3314272463321686,0.0620209723711013,0.997481544003496,-0.46677814259512757,3814.34375,12.3125,88.375,3815.3878508396238,-0.4814967432130555
0.1796875,2026-05-04T22:12:08.687500Z,2026-05-04T22:13:10.111562500Z,0.9377803206443788,0.3315824270248413,0.063589408993721,0.9967057984358919,-0.47292885503822885,3814.5390625,11.921875,89.15625,3815.600103766945,-0.4810000276543822
