relative_time_s,lord_dynamic_mag_norm,prototype_dynamic_mag_norm,lord_dynamic_envelope_norm,prototype_dynamic_envelope_norm,sample_ts_utc,sample_ts_et
17.560,-0.23014664,-0.37426119,1.38885601,1.51803681,2026-05-03T23:57:29.137Z,2026-05-03 19:57:29.137
17.600,0.58811797,1.19414284,1.35540591,1.51604630,2026-05-03T23:57:29.177Z,2026-05-03 19:57:29.177
17.640,0.41075334,0.19277418,1.34707216,1.47329837,2026-05-03T23:57:29.217Z,2026-05-03 19:57:29.217
17.680,1.49195562,0.20445852,1.30473472,1.44995205,2026-05-03T23:57:29.257Z,2026-05-03 19:57:29.257
17.720,0.92799883,0.94757985,0.92824566,0.98899597,2026-05-03T23:57:29.297Z,2026-05-03 19:57:29.297
17.760,-0.35177950,0.19422090,0.59862021,1.00481852,2026-05-03T23:57:29.337Z,2026-05-03 19:57:29.337
17.800,-0.15829689,0.65438591,0.38587751,0.38051422,2026-05-03T23:57:29.377Z,2026-05-03 19:57:29.377
17.840,0.29110721,-0.39853462,0.37184792,0.38989854,2026-05-03T23:57:29.417Z,2026-05-03 19:57:29.417
17.880,0.03419934,0.60891489,0.35384234,0.28834382,2026-05-03T23:57:29.457Z,2026-05-03 19:57:29.457
17.920,0.59994516,0.21383871,0.29150461,0.25332430,2026-05-03T23:57:29.497Z,2026-05-03 19:57:29.497
17.960,-0.06554451,0.43309498,0.14228631,0.27262710,2026-05-03T23:57:29.537Z,2026-05-03 19:57:29.537
18.000,0.61518187,0.37669350,0.04537671,0.19410155,2026-05-03T23:57:29.577Z,2026-05-03 19:57:29.577
18.040,-0.49979834,-0.21101128,0.09818000,0.22976374,2026-05-03T23:57:29.617Z,2026-05-03 19:57:29.617
18.080,0.41325748,0.31302788,0.11081455,0.17303241,2026-05-03T23:57:29.657Z,2026-05-03 19:57:29.657
18.120,-0.42021208,-0.27442399,0.07397380,0.21629188,2026-05-03T23:57:29.697Z,2026-05-03 19:57:29.697
18.160,0.42793456,0.40821388,0.08319187,0.15006958,2026-05-03T23:57:29.737Z,2026-05-03 19:57:29.737
18.200,0.12893459,0.25231418,0.00578816,0.12937539,2026-05-03T23:57:29.777Z,2026-05-03 19:57:29.777
18.240,0.27633325,0.54721317,0.03424891,0.11337457,2026-05-03T23:57:29.817Z,2026-05-03 19:57:29.817
18.280,0.00028937,0.09769781,-0.03001770,0.08782676,2026-05-03T23:57:29.857Z,2026-05-03 19:57:29.857
18.320,-0.11062843,0.18457214,0.02073206,0.13639554,2026-05-03T23:57:29.897Z,2026-05-03 19:57:29.897
18.360,0.13433676,-0.07764610,-0.02041302,0.10905860,2026-05-03T23:57:29.937Z,2026-05-03 19:57:29.937
18.400,-0.14453692,-0.01949810,0.01537174,0.15325335,2026-05-03T23:57:29.977Z,2026-05-03 19:57:29.977
18.440,0.23292136,0.28120266,-0.02178585,0.12192459,2026-05-03T23:57:30.017Z,2026-05-03 19:57:30.017
18.480,0.05317553,0.12109860,-0.01827850,0.12466200,2026-05-03T23:57:30.057Z,2026-05-03 19:57:30.057
18.520,0.14901267,0.34033406,-0.03769634,0.08950756,2026-05-03T23:57:30.097Z,2026-05-03 19:57:30.097
18.560,0.02615983,0.02151136,0.62819968,0.43301762,2026-05-03T23:57:30.137Z,2026-05-03 19:57:30.137
18.600,0.04342744,0.25929488,0.70948582,0.45914147,2026-05-03T23:57:30.177Z,2026-05-03 19:57:30.177
18.640,0.08784319,0.08804730,0.86771898,0.78211442,2026-05-03T23:57:30.217Z,2026-05-03 19:57:30.217
18.680,0.16321518,0.27976528,0.88786206,0.81714141,2026-05-03T23:57:30.257Z,2026-05-03 19:57:30.257
18.720,0.09250411,0.22125127,0.92166603,0.97880145,2026-05-03T23:57:30.297Z,2026-05-03 19:57:30.297
18.760,3.59732050,2.41590716,1.02140992,1.05144687,2026-05-03T23:57:30.337Z,2026-05-03 19:57:30.337
18.800,0.86964494,0.48185787,1.03967878,1.16221958,2026-05-03T23:57:30.377Z,2026-05-03 19:57:30.377
18.840,1.66170554,2.53671063,1.18733534,1.24417365,2026-05-03T23:57:30.417Z,2026-05-03 19:57:30.417
18.880,0.19390000,0.47630953,1.18471958,1.29701772,2026-05-03T23:57:30.457Z,2026-05-03 19:57:30.457
18.920,0.66487587,1.84788817,1.28472914,1.36323234,2026-05-03T23:57:30.497Z,2026-05-03 19:57:30.497
18.960,1.22959498,1.03909660,1.28092322,1.37623560,2026-05-03T23:57:30.537Z,2026-05-03 19:57:30.537
19.000,0.42022838,1.55877390,1.32396142,1.43765730,2026-05-03T23:57:30.577Z,2026-05-03 19:57:30.577
19.040,1.68022756,1.13187939,0.88208059,1.22238418,2026-05-03T23:57:30.617Z,2026-05-03 19:57:30.617
19.080,-0.00624062,0.97694394,0.83899209,1.27860730,2026-05-03T23:57:30.657Z,2026-05-03 19:57:30.657
19.120,1.34059016,1.03278842,0.75472452,1.04110134,2026-05-03T23:57:30.697Z,2026-05-03 19:57:30.697
19.160,0.09434791,0.48661885,0.82575372,1.12800901,2026-05-03T23:57:30.737Z,2026-05-03 19:57:30.737
19.200,0.74203319,1.08020245,0.89314176,1.05686589,2026-05-03T23:57:30.777Z,2026-05-03 19:57:30.777
19.240,0.39549883,0.19635241,0.78507606,1.42025839,2026-05-03T23:57:30.817Z,2026-05-03 19:57:30.817
19.280,0.37905810,1.16896884,1.06863748,1.28338410,2026-05-03T23:57:30.857Z,2026-05-03 19:57:30.857
19.320,0.97885509,0.33269108,0.91802262,1.29242027,2026-05-03T23:57:30.897Z,2026-05-03 19:57:30.897
19.360,0.99258866,1.42425349,1.14379311,1.21504716,2026-05-03T23:57:30.937Z,2026-05-03 19:57:30.937
19.400,1.30833710,1.22604809,1.01404047,1.14842675,2026-05-03T23:57:30.977Z,2026-05-03 19:57:30.977
19.440,0.00556428,3.65686876,1.14321337,1.16012971,2026-05-03T23:57:31.017Z,2026-05-03 19:57:31.017
19.480,2.65506738,-0.37883003,1.07060127,1.07001955,2026-05-03T23:57:31.057Z,2026-05-03 19:57:31.057
19.520,0.09301844,1.22825206,1.06220068,1.13103068,2026-05-03T23:57:31.097Z,2026-05-03 19:57:31.097
19.560,2.19493117,-0.20485703,1.05712579,1.01867247,2026-05-03T23:57:31.137Z,2026-05-03 19:57:31.137
19.600,-0.42271267,0.14174397,0.98252734,1.04605308,2026-05-03T23:57:31.177Z,2026-05-03 19:57:31.177
19.640,1.54550878,0.64340395,0.92951716,0.91544410,2026-05-03T23:57:31.217Z,2026-05-03 19:57:31.217
19.680,-0.49709106,-0.18737704,0.80070213,0.82967661,2026-05-03T23:57:31.257Z,2026-05-03 19:57:31.257
19.720,0.27300661,0.98723357,0.81020179,0.25869552,2026-05-03T23:57:31.297Z,2026-05-03 19:57:31.297
19.760,0.30561846,-0.48112695,0.45926500,0.29735954,2026-05-03T23:57:31.337Z,2026-05-03 19:57:31.337
19.800,0.00656828,0.69325252,0.46009136,0.16245755,2026-05-03T23:57:31.377Z,2026-05-03 19:57:31.377
19.840,0.38646442,-0.16483508,0.15428808,0.19830663,2026-05-03T23:57:31.417Z,2026-05-03 19:57:31.417
19.880,-0.23078310,0.28394453,0.19012336,0.18644662,2026-05-03T23:57:31.457Z,2026-05-03 19:57:31.457
19.920,0.15413865,0.05251312,-0.02663525,0.15226273,2026-05-03T23:57:31.497Z,2026-05-03 19:57:31.497
19.960,0.02374588,0.16560455,0.02772661,0.16740376,2026-05-03T23:57:31.537Z,2026-05-03 19:57:31.537
20.000,0.10392781,0.06280368,-0.01111531,0.08682246,2026-05-03T23:57:31.577Z,2026-05-03 19:57:31.577
20.040,0.07064073,0.23307267,-0.07597570,0.11922042,2026-05-03T23:57:31.617Z,2026-05-03 19:57:31.617
20.080,0.08371240,0.00169525,0.21308045,0.50903505,2026-05-03T23:57:31.657Z,2026-05-03 19:57:31.657
20.120,-0.02623160,0.33355181,0.25274112,0.54787681,2026-05-03T23:57:31.697Z,2026-05-03 19:57:31.697
20.160,0.18728637,0.01004570,0.30351891,0.77988709,2026-05-03T23:57:31.737Z,2026-05-03 19:57:31.737
20.200,-0.13597118,0.33376730,0.48511338,0.82393212,2026-05-03T23:57:31.777Z,2026-05-03 19:57:31.777
20.240,-0.42578965,-0.01449100,0.44471219,0.95614758,2026-05-03T23:57:31.817Z,2026-05-03 19:57:31.817
20.280,1.90308811,2.92765608,0.72156983,1.01400648,2026-05-03T23:57:31.857Z,2026-05-03 19:57:31.857
20.320,0.73426794,0.36643043,0.71040669,1.10662900,2026-05-03T23:57:31.897Z,2026-05-03 19:57:31.897
20.360,0.38905776,2.19159530,0.88559526,1.18498789,2026-05-03T23:57:31.937Z,2026-05-03 19:57:31.937
20.400,1.62311414,0.63487503,0.86987374,1.21950141,2026-05-03T23:57:31.977Z,2026-05-03 19:57:31.977
20.440,-0.81555069,1.55826520,0.97411202,1.27643490,2026-05-03T23:57:32.017Z,2026-05-03 19:57:32.017
20.480,2.26155997,0.83708082,0.98125367,1.28657005,2026-05-03T23:57:32.057Z,2026-05-03 19:57:32.057
20.520,-0.11095160,1.31600738,1.04187268,1.34273490,2026-05-03T23:57:32.097Z,2026-05-03 19:57:32.097
20.560,1.76210088,1.06547773,0.85867984,1.04227667,2026-05-03T23:57:32.137Z,2026-05-03 19:57:32.137
20.600,-0.34135864,0.80302286,1.11962217,1.07978516,2026-05-03T23:57:32.177Z,2026-05-03 19:57:32.177
20.640,1.32457976,0.85557326,1.07380759,0.88572929,2026-05-03T23:57:32.217Z,2026-05-03 19:57:32.217
20.680,-0.00137579,0.48788788,0.99110916,0.94478976,2026-05-03T23:57:32.257Z,2026-05-03 19:57:32.257
20.720,0.59873627,0.84667934,1.04262158,0.84142861,2026-05-03T23:57:32.297Z,2026-05-03 19:57:32.297
20.760,0.10168225,0.25628109,0.97957833,0.86293732,2026-05-03T23:57:32.337Z,2026-05-03 19:57:32.337
20.800,2.71111771,0.84262151,0.98517937,0.77558146,2026-05-03T23:57:32.377Z,2026-05-03 19:57:32.377
20.840,-0.50716702,0.42442557,0.84424562,0.72575471,2026-05-03T23:57:32.417Z,2026-05-03 19:57:32.417
20.880,0.86443544,1.24237186,0.89655537,0.69474929,2026-05-03T23:57:32.457Z,2026-05-03 19:57:32.457
20.920,0.33520668,0.55528810,0.79456142,0.63570950,2026-05-03T23:57:32.497Z,2026-05-03 19:57:32.497
20.960,1.82669875,1.05233618,0.83341790,0.64490593,2026-05-03T23:57:32.537Z,2026-05-03 19:57:32.537
21.000,-0.00608916,0.42476204,0.81792945,0.58325303,2026-05-03T23:57:32.577Z,2026-05-03 19:57:32.577
21.040,0.45745330,0.55797421,0.83023277,0.61100541,2026-05-03T23:57:32.617Z,2026-05-03 19:57:32.617
21.080,0.49943380,0.46516761,0.49630887,0.55527542,2026-05-03T23:57:32.657Z,2026-05-03 19:57:32.657
21.120,0.26630219,0.18707812,0.52594442,0.56250442,2026-05-03T23:57:32.697Z,2026-05-03 19:57:32.697
21.160,0.53415704,0.58995760,0.43733604,0.43545967,2026-05-03T23:57:32.737Z,2026-05-03 19:57:32.737
21.200,0.41327369,0.15687118,0.76094123,0.55241411,2026-05-03T23:57:32.777Z,2026-05-03 19:57:32.777
21.240,0.28075850,0.57888919,0.68627989,0.57670289,2026-05-03T23:57:32.817Z,2026-05-03 19:57:32.817
21.280,0.34781821,0.24024324,0.75785449,0.70262456,2026-05-03T23:57:32.857Z,2026-05-03 19:57:32.857
21.320,0.02660793,0.50492952,0.79139926,0.66167777,2026-05-03T23:57:32.897Z,2026-05-03 19:57:32.897
21.360,-0.12005952,-0.03926718,0.75537873,0.75976468,2026-05-03T23:57:32.937Z,2026-05-03 19:57:32.937
21.400,2.60759688,1.52023974,0.92631840,0.81489175,2026-05-03T23:57:32.977Z,2026-05-03 19:57:32.977
21.440,1.28968008,1.25004105,0.90512308,0.88306568,2026-05-03T23:57:33.017Z,2026-05-03 19:57:33.017
21.480,0.85409489,1.55611704,0.96960680,0.93653496,2026-05-03T23:57:33.057Z,2026-05-03 19:57:33.057
21.520,0.82293633,0.02720252,0.95315441,0.96817335,2026-05-03T23:57:33.097Z,2026-05-03 19:57:33.097
21.560,0.00714912,1.39698171,0.97515416,1.00145543,2026-05-03T23:57:33.137Z,2026-05-03 19:57:33.137
21.600,1.83972507,0.84574914,1.03150181,1.05131392,2026-05-03T23:57:33.177Z,2026-05-03 19:57:33.177
21.640,0.25305555,1.27496457,1.08740400,1.10489039,2026-05-03T23:57:33.217Z,2026-05-03 19:57:33.217
21.680,1.11777949,0.83501749,0.82159842,0.99779027,2026-05-03T23:57:33.257Z,2026-05-03 19:57:33.257
21.720,0.02041540,0.93688411,0.71414290,0.93338422,2026-05-03T23:57:33.297Z,2026-05-03 19:57:33.297
21.760,0.62912243,0.68279009,0.82299009,0.90647384,2026-05-03T23:57:33.337Z,2026-05-03 19:57:33.337
21.800,0.79262010,1.07633589,1.04828709,1.17686277,2026-05-03T23:57:33.377Z,2026-05-03 19:57:33.377
21.840,0.71270598,0.74453765,1.20284855,1.25569173,2026-05-03T23:57:33.417Z,2026-05-03 19:57:33.417
21.880,0.50295073,0.36151449,1.05596687,1.29283028,2026-05-03T23:57:33.457Z,2026-05-03 19:57:33.457
21.920,0.17658395,0.56551582,1.00766239,1.20759776,2026-05-03T23:57:33.497Z,2026-05-03 19:57:33.497
21.960,1.73452637,1.32824697,0.92800108,1.11463230,2026-05-03T23:57:33.537Z,2026-05-03 19:57:33.537
22.000,2.52273851,2.55860471,1.01640678,1.09313553,2026-05-03T23:57:33.577Z,2026-05-03 19:57:33.577
22.040,1.73266252,2.07143965,1.02518743,1.11875357,2026-05-03T23:57:33.617Z,2026-05-03 19:57:33.617
22.080,0.35618831,1.26054923,0.95356364,1.08321723,2026-05-03T23:57:33.657Z,2026-05-03 19:57:33.657
22.120,-0.98268172,0.18685595,0.91126044,1.04225814,2026-05-03T23:57:33.697Z,2026-05-03 19:57:33.697
22.160,0.18431378,-1.14862198,0.94349679,1.04831237,2026-05-03T23:57:33.737Z,2026-05-03 19:57:33.737
22.200,1.10754581,0.68580391,0.95577632,1.07508232,2026-05-03T23:57:33.777Z,2026-05-03 19:57:33.777
22.240,0.73253382,0.97954792,0.74692864,0.95580711,2026-05-03T23:57:33.817Z,2026-05-03 19:57:33.817
22.280,-0.26999749,0.67337502,0.38055215,0.61335043,2026-05-03T23:57:33.857Z,2026-05-03 19:57:33.857
22.320,0.16253950,0.18482359,0.32358647,0.33386752,2026-05-03T23:57:33.897Z,2026-05-03 19:57:33.897
22.360,0.86814547,0.44650779,0.29585637,0.19170258,2026-05-03T23:57:33.937Z,2026-05-03 19:57:33.937
22.400,0.35541065,0.88591818,0.48449717,0.26736172,2026-05-03T23:57:33.977Z,2026-05-03 19:57:33.977
22.440,-1.05368729,-0.18616675,0.48563304,0.47533648,2026-05-03T23:57:34.017Z,2026-05-03 19:57:34.017
22.480,-0.56282729,-1.28285416,0.44354736,0.52668536,2026-05-03T23:57:34.057Z,2026-05-03 19:57:34.057
22.520,1.38897719,-0.44802134,0.33539819,0.42703490,2026-05-03T23:57:34.097Z,2026-05-03 19:57:34.097
22.560,0.03997796,0.00220820,0.33957653,0.32768995,2026-05-03T23:57:34.137Z,2026-05-03 19:57:34.137
22.600,1.31192532,0.87881026,0.32240083,0.29487100,2026-05-03T23:57:34.177Z,2026-05-03 19:57:34.177
22.640,0.19852513,1.42599862,0.24430786,0.25126308,2026-05-03T23:57:34.217Z,2026-05-03 19:57:34.217
22.680,0.76249604,1.13451402,0.23557295,0.18369952,2026-05-03T23:57:34.257Z,2026-05-03 19:57:34.257
22.720,-0.78580113,-0.10535261,0.29624950,0.23820539,2026-05-03T23:57:34.297Z,2026-05-03 19:57:34.297
22.760,-0.20126464,-0.69406121,0.30677827,0.30584960,2026-05-03T23:57:34.337Z,2026-05-03 19:57:34.337
22.800,-0.05739895,-0.26133498,0.08249893,0.29719921,2026-05-03T23:57:34.377Z,2026-05-03 19:57:34.377
22.840,0.14248548,-0.04746122,0.02414388,0.24382748,2026-05-03T23:57:34.417Z,2026-05-03 19:57:34.417
22.880,0.26633177,0.28896311,-0.18854876,0.09728390,2026-05-03T23:57:34.457Z,2026-05-03 19:57:34.457
22.920,0.15762953,0.44012398,-0.25181097,-0.13462805,2026-05-03T23:57:34.497Z,2026-05-03 19:57:34.497
22.960,-0.34681116,0.17725908,-0.36479665,-0.32429823,2026-05-03T23:57:34.537Z,2026-05-03 19:57:34.537
23.000,-1.15353678,-0.63505499,-0.34511119,-0.31455299,2026-05-03T23:57:34.577Z,2026-05-03 19:57:34.577
23.040,-1.13497125,-1.29730698,-0.36767259,-0.27015904,2026-05-03T23:57:34.617Z,2026-05-03 19:57:34.617
23.080,-0.26166455,-1.00841721,-0.43284835,-0.30143492,2026-05-03T23:57:34.657Z,2026-05-03 19:57:34.657
23.120,-0.47840933,-0.47132571,-0.52727289,-0.37236243,2026-05-03T23:57:34.697Z,2026-05-03 19:57:34.697
23.160,-0.01364884,-0.24022662,-0.62140777,-0.48748391,2026-05-03T23:57:34.737Z,2026-05-03 19:57:34.737
23.200,-0.45421302,-0.01381015,-0.69473768,-0.62293332,2026-05-03T23:57:34.777Z,2026-05-03 19:57:34.777
23.240,-0.46366569,-0.11776802,-0.71655408,-0.70131882,2026-05-03T23:57:34.817Z,2026-05-03 19:57:34.817
23.280,-0.95789235,-0.70410184,-0.67901014,-0.67836253,2026-05-03T23:57:34.857Z,2026-05-03 19:57:34.857
23.320,-0.89403396,-1.17604599,-0.67293720,-0.65218069,2026-05-03T23:57:34.897Z,2026-05-03 19:57:34.897
23.360,-0.45042689,-0.97197479,-0.73361424,-0.65188439,2026-05-03T23:57:34.937Z,2026-05-03 19:57:34.937
23.400,-0.35848246,-0.64241822,-0.74999338,-0.69071807,2026-05-03T23:57:34.977Z,2026-05-03 19:57:34.977
23.440,-0.55542272,-0.39114767,-0.82667567,-0.74016361,2026-05-03T23:57:35.017Z,2026-05-03 19:57:35.017
23.480,-0.48868117,-0.39683870,-0.82338239,-0.81172270,2026-05-03T23:57:35.057Z,2026-05-03 19:57:35.057
23.520,-0.92597505,-0.68253345,-0.84972054,-0.86782707,2026-05-03T23:57:35.097Z,2026-05-03 19:57:35.097
23.560,-1.02145521,-1.00109048,-0.85025509,-0.86482906,2026-05-03T23:57:35.137Z,2026-05-03 19:57:35.137
23.600,-0.65334342,-1.03821081,-0.85840857,-0.86241223,2026-05-03T23:57:35.177Z,2026-05-03 19:57:35.177
23.640,-0.56938563,-0.71992409,-0.90408837,-0.87270523,2026-05-03T23:57:35.217Z,2026-05-03 19:57:35.217
23.680,-0.42730494,-0.54550032,-0.95511366,-0.89721445,2026-05-03T23:57:35.257Z,2026-05-03 19:57:35.257
23.720,-0.72407321,-0.51850324,-0.98452564,-0.95007787,2026-05-03T23:57:35.297Z,2026-05-03 19:57:35.297
23.760,-0.96947930,-0.67233864,-1.03714911,-1.01386961,2026-05-03T23:57:35.337Z,2026-05-03 19:57:35.337
23.800,-1.08697250,-1.10270348,-1.04828213,-1.05029140,2026-05-03T23:57:35.377Z,2026-05-03 19:57:35.377
23.840,-0.96009517,-1.25063165,-1.05351877,-1.06262729,2026-05-03T23:57:35.417Z,2026-05-03 19:57:35.417
23.880,-0.78749195,-0.94019377,-1.09185341,-1.07122360,2026-05-03T23:57:35.457Z,2026-05-03 19:57:35.457
23.920,-0.83850524,-0.87137241,-1.14435569,-1.10865624,2026-05-03T23:57:35.497Z,2026-05-03 19:57:35.497
23.960,-1.00991649,-0.97038386,-1.22641190,-1.17374533,2026-05-03T23:57:35.537Z,2026-05-03 19:57:35.537
24.000,-1.18078861,-1.12538803,-1.25171251,-1.24489587,2026-05-03T23:57:35.577Z,2026-05-03 19:57:35.577
24.040,-1.16869484,-1.29568809,-1.25496507,-1.29042981,2026-05-03T23:57:35.617Z,2026-05-03 19:57:35.617
24.080,-1.11047494,-1.22733223,-1.24956056,-1.28604240,2026-05-03T23:57:35.657Z,2026-05-03 19:57:35.657
24.120,-1.04976929,-1.17378793,-1.25670571,-1.27507100,2026-05-03T23:57:35.697Z,2026-05-03 19:57:35.697
24.160,-0.92554921,-1.10906959,-1.29052567,-1.29381010,2026-05-03T23:57:35.737Z,2026-05-03 19:57:35.737
24.200,-0.89686317,-0.99230981,-1.32211239,-1.32781113,2026-05-03T23:57:35.777Z,2026-05-03 19:57:35.777
24.240,-1.00437755,-0.96621134,-1.33325486,-1.35237003,2026-05-03T23:57:35.817Z,2026-05-03 19:57:35.817
24.280,-1.01185084,-1.05310242,-1.33086387,-1.36163579,2026-05-03T23:57:35.857Z,2026-05-03 19:57:35.857
24.320,-1.04073222,-1.07509389,-1.32249020,-1.35908547,2026-05-03T23:57:35.897Z,2026-05-03 19:57:35.897
24.360,-1.06900695,-1.12705880,-1.30965509,-1.35237845,2026-05-03T23:57:35.937Z,2026-05-03 19:57:35.937
24.400,-1.11368521,-1.17929025,-1.29283671,-1.33907441,2026-05-03T23:57:35.977Z,2026-05-03 19:57:35.977
24.440,-1.15076003,-1.22658462,-1.27979478,-1.32045826,2026-05-03T23:57:36.017Z,2026-05-03 19:57:36.017
24.480,-1.13040267,-1.26368183,-1.25950766,-1.30509175,2026-05-03T23:57:36.057Z,2026-05-03 19:57:36.057
24.520,-1.04464715,-1.23525645,-1.22154246,-1.28071213,2026-05-03T23:57:36.097Z,2026-05-03 19:57:36.097
24.560,-0.97113553,-1.13376515,-1.18475356,-1.24237114,2026-05-03T23:57:36.137Z,2026-05-03 19:57:36.137
24.600,-0.90101431,-1.03463978,-1.13659309,-1.19971611,2026-05-03T23:57:36.177Z,2026-05-03 19:57:36.177
24.640,-0.83442048,-0.94815836,-1.09286217,-1.14688135,2026-05-03T23:57:36.217Z,2026-05-03 19:57:36.217
24.680,-0.76441631,-0.88139661,-1.05867359,-1.09580646,2026-05-03T23:57:36.257Z,2026-05-03 19:57:36.257
24.720,-0.71479603,-0.80015700,-1.02738927,-1.05731034,2026-05-03T23:57:36.297Z,2026-05-03 19:57:36.297
24.760,-0.70305875,-0.75673553,-0.99618780,-1.02038766,2026-05-03T23:57:36.337Z,2026-05-03 19:57:36.337
24.800,-0.62026488,-0.71807908,-0.97141755,-0.98443203,2026-05-03T23:57:36.377Z,2026-05-03 19:57:36.377
24.840,-0.62817210,-0.64644413,-0.94009107,-0.95546324,2026-05-03T23:57:36.417Z,2026-05-03 19:57:36.417
24.880,-0.68754274,-0.64011333,-0.92824032,-0.92338372,2026-05-03T23:57:36.457Z,2026-05-03 19:57:36.457
24.920,-0.70347204,-0.71877420,-0.91188127,-0.90859247,2026-05-03T23:57:36.497Z,2026-05-03 19:57:36.497
24.960,-0.68477130,-0.71982971,-0.89967216,-0.89163767,2026-05-03T23:57:36.537Z,2026-05-03 19:57:36.537
25.000,-0.70503197,-0.70437040,-0.88705419,-0.87739297,2026-05-03T23:57:36.577Z,2026-05-03 19:57:36.577
25.040,-0.60411696,-0.72496950,-0.84828181,-0.86380952,2026-05-03T23:57:36.617Z,2026-05-03 19:57:36.617
25.080,-0.74580132,-0.64125615,-0.76182305,-0.82300537,2026-05-03T23:57:36.657Z,2026-05-03 19:57:36.657
25.120,-0.64969000,-0.75590503,-0.64094460,-0.73051784,2026-05-03T23:57:36.697Z,2026-05-03 19:57:36.697
25.160,-0.63427170,-0.68256790,-0.51040296,-0.59499901,2026-05-03T23:57:36.737Z,2026-05-03 19:57:36.737
25.200,-0.58852676,-0.64501938,-0.41052248,-0.44671797,2026-05-03T23:57:36.777Z,2026-05-03 19:57:36.777
25.240,-0.36551420,-0.61416615,-0.30733873,-0.33302543,2026-05-03T23:57:36.817Z,2026-05-03 19:57:36.817
25.280,0.00397190,-0.35337163,-0.21065734,-0.21277888,2026-05-03T23:57:36.857Z,2026-05-03 19:57:36.857
25.320,0.25006046,0.05141065,-0.12709887,-0.10697646,2026-05-03T23:57:36.897Z,2026-05-03 19:57:36.897
25.360,0.36665355,0.36579393,-0.03060590,-0.00725114,2026-05-03T23:57:36.937Z,2026-05-03 19:57:36.937
25.400,0.25131571,0.50748081,0.05008492,0.09720716,2026-05-03T23:57:36.977Z,2026-05-03 19:57:36.977
25.440,0.33809144,0.38280114,0.13838123,0.19221019,2026-05-03T23:57:37.017Z,2026-05-03 19:57:37.017
25.480,0.33987556,0.50221913,0.26470896,0.28969165,2026-05-03T23:57:37.057Z,2026-05-03 19:57:37.057
25.520,0.32366120,0.45459800,0.85117766,0.42436780,2026-05-03T23:57:37.097Z,2026-05-03 19:57:37.097
25.560,0.41791407,0.49181315,1.12161165,1.21508995,2026-05-03T23:57:37.137Z,2026-05-03 19:57:37.137
25.600,0.36194962,0.53963849,1.31773378,1.28477958,2026-05-03T23:57:37.177Z,2026-05-03 19:57:37.177
25.640,0.47015093,0.53288674,1.27955262,1.58925698,2026-05-03T23:57:37.217Z,2026-05-03 19:57:37.217
25.680,0.84053669,0.61239004,1.31278656,1.53480010,2026-05-03T23:57:37.257Z,2026-05-03 19:57:37.257
25.720,3.52283893,0.98961043,1.29840157,1.60597935,2026-05-03T23:57:37.297Z,2026-05-03 19:57:37.297
25.760,2.45525009,4.73438680,1.36868274,1.61545177,2026-05-03T23:57:37.337Z,2026-05-03 19:57:37.337
25.800,2.19434766,1.02918862,1.38223341,1.62209342,2026-05-03T23:57:37.377Z,2026-05-03 19:57:37.377
25.840,-0.41316029,3.14977839,1.35278165,1.62868115,2026-05-03T23:57:37.417Z,2026-05-03 19:57:37.417
25.880,0.73075531,-0.81791278,1.32769542,1.60390237,2026-05-03T23:57:37.457Z,2026-05-03 19:57:37.457
25.920,0.09095230,1.33408126,1.31166814,1.58494376,2026-05-03T23:57:37.497Z,2026-05-03 19:57:37.497
25.960,1.22140661,0.64891012,1.26236211,1.55283100,2026-05-03T23:57:37.537Z,2026-05-03 19:57:37.537
26.000,0.53201523,0.56138981,0.83053789,1.50244716,2026-05-03T23:57:37.577Z,2026-05-03 19:57:37.577
26.040,-0.12355150,0.59597391,0.51724759,0.86370499,2026-05-03T23:57:37.617Z,2026-05-03 19:57:37.617
26.080,-0.10037977,0.09714366,0.24709926,0.78622837,2026-05-03T23:57:37.657Z,2026-05-03 19:57:37.657
26.120,0.21555870,0.20642611,0.24642148,0.36369890,2026-05-03T23:57:37.697Z,2026-05-03 19:57:37.697
26.160,0.12893845,0.05172969,0.19852070,0.39159843,2026-05-03T23:57:37.737Z,2026-05-03 19:57:37.737
26.200,0.45026942,0.24506223,0.19637145,0.26608568,2026-05-03T23:57:37.777Z,2026-05-03 19:57:37.777
26.240,-0.08643555,0.55223881,0.07146348,0.21186634,2026-05-03T23:57:37.817Z,2026-05-03 19:57:37.817
26.280,0.35137430,0.11632584,0.04103085,0.19769327,2026-05-03T23:57:37.857Z,2026-05-03 19:57:37.857
26.320,-0.42610123,0.35866584,0.06302201,0.16392453,2026-05-03T23:57:37.897Z,2026-05-03 19:57:37.897
26.360,0.30287814,-0.21086624,0.07963209,0.18335163,2026-05-03T23:57:37.937Z,2026-05-03 19:57:37.937
26.400,0.06583435,0.27623966,0.04692126,0.17584784,2026-05-03T23:57:37.977Z,2026-05-03 19:57:37.977
26.440,0.28432080,0.10666810,0.05770362,0.17558514,2026-05-03T23:57:38.017Z,2026-05-03 19:57:38.017
26.480,0.26771321,0.43097002,0.01620556,0.17951344,2026-05-03T23:57:38.057Z,2026-05-03 19:57:38.057
26.520,0.12688971,0.27937164,0.05117485,0.13642463,2026-05-03T23:57:38.097Z,2026-05-03 19:57:38.097
26.560,0.09189842,0.30563796,0.02715208,0.16327015,2026-05-03T23:57:38.137Z,2026-05-03 19:57:38.137
